onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	PrisonInmate	15	9	R
11.01	3.57	Recipient	PrisonInmate	15	9	R
14.58	0	Payoff	PrisonInmate	15	9	R
19.07	0	Choice	PrisonInmate	15	9	R
22.08	0	Fixation	Spanish	5	20	R
29.09	3.57	Recipient	Spanish	5	20	R
32.66	0	Payoff	Spanish	5	20	R
37.02	0	Choice	Spanish	5	20	R
40.04	0	Fixation	Welfarerecipient	14	6	R
43.04	3.57	Recipient	Welfarerecipient	14	6	R
46.62	0	Payoff	Welfarerecipient	14	6	R
50.88	0	Choice	Welfarerecipient	14	6	R
53.89	0	Fixation	Drugaddiction	5	5	R
57.89	3.57	Recipient	Drugaddiction	5	5	R
61.46	0	Payoff	Drugaddiction	5	5	R
65.74	0	Choice	Drugaddiction	5	5	R
68.75	0	Fixation	Irish	6	14	R
71.75	3.57	Recipient	Irish	6	14	R
75.33	0	Payoff	Irish	6	14	R
79.68	0	Choice	Irish	6	14	R
82.70	0	Fixation	British	6	14	R
85.70	3.57	Recipient	British	6	14	R
89.27	0	Payoff	British	6	14	R
93.47	0	Choice	British	6	14	R
96.48	0	Fixation	Mentaldisability	14	6	R
98.49	3.57	Recipient	Mentaldisability	14	6	R
102.06	0	Payoff	Mentaldisability	14	6	R
106.22	0	Choice	Mentaldisability	14	6	R
109.24	0	Fixation	Greek	5	5	R
113.24	3.57	Recipient	Greek	5	5	R
116.81	0	Payoff	Greek	5	5	R
121.16	0	Choice	Greek	5	5	R
124.17	0	Fixation	Surgeon	9	15	L
127.18	3.57	Recipient	Surgeon	9	15	L
130.75	0	Payoff	Surgeon	9	15	L
135.79	0	Choice	Surgeon	9	15	L
138.81	0	Fixation	Lawyer	5	5	R
149.81	3.57	Recipient	Lawyer	5	5	R
153.38	0	Payoff	Lawyer	5	5	R
157.58	0	Choice	Lawyer	5	5	R
160.59	0	Fixation	Farmer	6	14	L
162.59	3.57	Recipient	Farmer	6	14	L
166.16	0	Payoff	Farmer	6	14	L
170.42	0	Choice	Farmer	6	14	L
173.43	0	Fixation	Welfarerecipient	15	9	L
175.44	3.57	Recipient	Welfarerecipient	15	9	L
179.01	0	Payoff	Welfarerecipient	15	9	L
183.42	0	Choice	Welfarerecipient	15	9	L
186.43	0	Fixation	Lawyer	14	6	L
189.44	3.57	Recipient	Lawyer	14	6	L
193.01	0	Payoff	Lawyer	14	6	L
197.26	0	Choice	Lawyer	14	6	L
200.27	0	Fixation	Farmer	15	9	L
210.28	3.57	Recipient	Farmer	15	9	L
213.85	0	Payoff	Farmer	15	9	L
