onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Accountant	5	20	R
3.01	5.39	Recipient	Accountant	5	20	R
8.40	0	Payoff	Accountant	5	20	R
13.87	0	Choice	Accountant	5	20	R
16.89	0	Fixation	Nurse	6	14	R
18.89	5.39	Recipient	Nurse	6	14	R
24.28	0	Payoff	Nurse	6	14	R
29.74	0	Choice	Nurse	6	14	R
32.75	0	Fixation	Greek	9	15	R
35.76	5.39	Recipient	Greek	9	15	R
41.15	0	Payoff	Greek	9	15	R
46.73	0	Choice	Greek	9	15	R
49.74	0	Fixation	Nurse	5	5	R
52.75	5.39	Recipient	Nurse	5	5	R
58.13	0	Payoff	Nurse	5	5	R
63.71	0	Choice	Nurse	5	5	R
66.72	0	Fixation	PrisonInmate	20	5	L
69.73	5.39	Recipient	PrisonInmate	20	5	L
75.12	0	Payoff	PrisonInmate	20	5	L
80.68	0	Choice	PrisonInmate	20	5	L
83.69	0	Fixation	Spanish	5	5	R
92.70	5.39	Recipient	Spanish	5	5	R
98.09	0	Payoff	Spanish	5	5	R
103.62	0	Choice	Spanish	5	5	R
106.63	0	Fixation	Nurse	15	9	R
109.63	5.39	Recipient	Nurse	15	9	R
115.02	0	Payoff	Nurse	15	9	R
120.57	0	Choice	Nurse	15	9	R
123.58	0	Fixation	Lawyer	15	15	L
127.59	5.39	Recipient	Lawyer	15	15	L
132.98	0	Payoff	Lawyer	15	15	L
138.60	0	Choice	Lawyer	15	15	L
141.61	0	Fixation	Spanish	5	20	R
144.61	5.39	Recipient	Spanish	5	20	R
150.00	0	Payoff	Spanish	5	20	R
155.48	0	Choice	Spanish	5	20	R
158.50	0	Fixation	Japanese	20	5	R
161.50	5.39	Recipient	Japanese	20	5	R
166.89	0	Payoff	Japanese	20	5	R
172.38	0	Choice	Japanese	20	5	R
175.39	0	Fixation	Elderly	15	9	R
178.39	5.39	Recipient	Elderly	15	9	R
183.78	0	Payoff	Elderly	15	9	R
189.26	0	Choice	Elderly	15	9	R
192.27	0	Fixation	Lawyer	15	9	R
194.27	5.39	Recipient	Lawyer	15	9	R
199.66	0	Payoff	Lawyer	15	9	R
205.27	0	Choice	Lawyer	15	9	R
208.28	0	Fixation	Greek	15	9	R
211.29	5.39	Recipient	Greek	15	9	R
216.67	0	Payoff	Greek	15	9	R
222.47	0	Choice	Greek	15	9	R
225.48	0	Fixation	Mentaldisability	5	5	R
228.49	5.39	Recipient	Mentaldisability	5	5	R
233.88	0	Payoff	Mentaldisability	5	5	R
239.60	0	Choice	Mentaldisability	5	5	R
242.61	0	Fixation	Jewish	5	20	R
251.61	5.39	Recipient	Jewish	5	20	R
257.00	0	Payoff	Jewish	5	20	R
262.48	0	Choice	Jewish	5	20	R
265.49	0	Fixation	Olympicathlete	15	15	L
271.49	5.39	Recipient	Olympicathlete	15	15	L
276.88	0	Payoff	Olympicathlete	15	15	L
282.85	0	Choice	Olympicathlete	15	15	L
285.86	0	Fixation	Japanese	6	14	R
289.87	5.39	Recipient	Japanese	6	14	R
295.26	0	Payoff	Japanese	6	14	R
300.97	0	Choice	Japanese	6	14	R
303.98	0	Fixation	Mentaldisability	15	9	R
306.99	5.39	Recipient	Mentaldisability	15	9	R
312.37	0	Payoff	Mentaldisability	15	9	R
318.64	0	Choice	Mentaldisability	15	9	R
321.65	0	Fixation	Greek	5	5	R
324.65	5.39	Recipient	Greek	5	5	R
330.04	0	Payoff	Greek	5	5	R
335.85	0	Choice	Greek	5	5	R
338.86	0	Fixation	Arab	6	14	R
341.86	5.39	Recipient	Arab	6	14	R
347.25	0	Payoff	Arab	6	14	R
352.87	0	Choice	Arab	6	14	R
355.88	0	Fixation	PrisonInmate	14	6	L
363.88	5.39	Recipient	PrisonInmate	14	6	L
369.27	0	Payoff	PrisonInmate	14	6	L
374.74	0	Choice	PrisonInmate	14	6	L
377.75	0	Fixation	Arab	20	5	R
380.75	5.39	Recipient	Arab	20	5	R
386.14	0	Payoff	Arab	20	5	R
392.60	0	Choice	Arab	20	5	R
395.61	0	Fixation	Elderly	5	20	R
398.62	5.39	Recipient	Elderly	5	20	R
404.00	0	Payoff	Elderly	5	20	R
409.72	0	Choice	Elderly	5	20	R
412.73	0	Fixation	Stay-at-homeparent	15	15	L
415.73	5.39	Recipient	Stay-at-homeparent	15	15	L
421.12	0	Payoff	Stay-at-homeparent	15	15	L
426.69	0	Choice	Stay-at-homeparent	15	15	L
429.70	0	Fixation	Lawyer	9	15	R
434.70	5.39	Recipient	Lawyer	9	15	R
440.09	0	Payoff	Lawyer	9	15	R
445.96	0	Choice	Lawyer	9	15	R
448.97	0	Fixation	Mentaldisability	15	15	L
451.98	5.39	Recipient	Mentaldisability	15	15	L
457.37	0	Payoff	Mentaldisability	15	15	L
465.20	0	Choice	Mentaldisability	15	15	L
468.21	0	Fixation	Drugaddiction	20	5	R
477.21	5.39	Recipient	Drugaddiction	20	5	R
482.61	0	Payoff	Drugaddiction	20	5	R
489.51	0	Choice	Drugaddiction	20	5	R
492.52	0	Fixation	Drugaddiction	6	14	R
494.52	5.39	Recipient	Drugaddiction	6	14	R
499.91	0	Payoff	Drugaddiction	6	14	R
505.50	0	Choice	Drugaddiction	6	14	R
508.51	0	Fixation	Jewish	15	9	R
511.51	5.39	Recipient	Jewish	15	9	R
516.90	0	Payoff	Jewish	15	9	R
522.32	0	Choice	Jewish	15	9	R
525.33	0	Fixation	Stay-at-homeparent	6	14	R
528.33	5.39	Recipient	Stay-at-homeparent	6	14	R
533.72	0	Payoff	Stay-at-homeparent	6	14	R
539.29	0	Choice	Stay-at-homeparent	6	14	R
542.30	0	Fixation	Mentaldisability	5	20	R
554.31	5.39	Recipient	Mentaldisability	5	20	R
559.70	0	Payoff	Mentaldisability	5	20	R
565.17	0	Choice	Mentaldisability	5	20	R
568.18	0	Fixation	Japanese	14	6	R
571.18	5.39	Recipient	Japanese	14	6	R
576.57	0	Payoff	Japanese	14	6	R
582.12	0	Choice	Japanese	14	6	R
585.13	0	Fixation	Elderly	14	6	R
588.13	5.39	Recipient	Elderly	14	6	R
