onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Spanish	20	5	L
3.01	3.60	Recipient	Spanish	20	5	L
6.61	0	Payoff	Spanish	20	5	L
11.53	0	Choice	Spanish	20	5	L
14.54	0	Fixation	Nurse	6	14	R
16.54	3.60	Recipient	Nurse	6	14	R
20.14	0	Payoff	Nurse	6	14	R
25.68	0	Choice	Nurse	6	14	R
28.69	0	Fixation	Arab	20	5	R
35.69	3.60	Recipient	Arab	20	5	R
39.29	0	Payoff	Arab	20	5	R
45.65	0	Choice	Arab	20	5	R
48.66	0	Fixation	Mentaldisability	15	15	L
52.66	3.60	Recipient	Mentaldisability	15	15	L
56.27	0	Payoff	Mentaldisability	15	15	L
62.86	0	Choice	Mentaldisability	15	15	L
65.88	0	Fixation	Homeless	5	5	R
70.88	3.60	Recipient	Homeless	5	5	R
74.48	0	Payoff	Homeless	5	5	R
80.71	0	Choice	Homeless	5	5	R
83.72	0	Fixation	Lawyer	14	6	L
86.73	3.60	Recipient	Lawyer	14	6	L
90.33	0	Payoff	Lawyer	14	6	L
97.04	0	Choice	Lawyer	14	6	L
100.05	0	Fixation	British	6	14	R
102.05	3.60	Recipient	British	6	14	R
105.65	0	Payoff	British	6	14	R
112.59	0	Choice	British	6	14	R
115.60	0	Fixation	PrisonInmate	15	9	R
123.60	3.60	Recipient	PrisonInmate	15	9	R
127.20	0	Payoff	PrisonInmate	15	9	R
134.36	0	Choice	PrisonInmate	15	9	R
137.37	0	Fixation	Olympicathlete	14	6	L
140.38	3.60	Recipient	Olympicathlete	14	6	L
143.97	0	Payoff	Olympicathlete	14	6	L
149.59	0	Choice	Olympicathlete	14	6	L
152.60	0	Fixation	Drugaddiction	6	14	R
155.60	3.60	Recipient	Drugaddiction	6	14	R
159.21	0	Payoff	Drugaddiction	6	14	R
167.55	0	Choice	Drugaddiction	6	14	R
170.56	0	Fixation	Lawyer	15	9	L
173.57	3.60	Recipient	Lawyer	15	9	L
177.17	0	Payoff	Lawyer	15	9	L
182.91	0	Choice	Lawyer	15	9	L
185.92	0	Fixation	Farmer	9	15	L
189.92	3.60	Recipient	Farmer	9	15	L
193.52	0	Payoff	Farmer	9	15	L
199.22	0	Choice	Farmer	9	15	L
202.23	0	Fixation	Stay-at-homeparent	20	5	R
204.24	3.60	Recipient	Stay-at-homeparent	20	5	R
207.84	0	Payoff	Stay-at-homeparent	20	5	R
215.01	0	Choice	Stay-at-homeparent	20	5	R
218.02	0	Fixation	Homeless	9	15	L
221.03	3.60	Recipient	Homeless	9	15	L
224.63	0	Payoff	Homeless	9	15	L
230.82	0	Choice	Homeless	9	15	L
233.83	0	Fixation	Accountant	5	20	R
245.83	3.60	Recipient	Accountant	5	20	R
249.43	0	Payoff	Accountant	5	20	R
256.11	0	Choice	Accountant	5	20	R
259.12	0	Fixation	Greek	15	9	R
262.12	3.60	Recipient	Greek	15	9	R
265.72	0	Payoff	Greek	15	9	R
271.92	0	Choice	Greek	15	9	R
274.93	0	Fixation	British	20	5	L
277.94	3.60	Recipient	British	20	5	L
281.54	0	Payoff	British	20	5	L
289.51	0	Choice	British	20	5	L
292.52	0	Fixation	Homeless	6	14	L
295.52	3.60	Recipient	Homeless	6	14	L
299.12	0	Payoff	Homeless	6	14	L
304.88	0	Choice	Homeless	6	14	L
307.89	0	Fixation	Surgeon	15	15	L
310.89	3.60	Recipient	Surgeon	15	15	L
314.49	0	Payoff	Surgeon	15	15	L
320.20	0	Choice	Surgeon	15	15	L
323.21	0	Fixation	Greek	20	5	R
325.22	3.60	Recipient	Greek	20	5	R
328.82	0	Payoff	Greek	20	5	R
337.49	0	Choice	Greek	20	5	R
340.50	0	Fixation	Lawyer	5	5	R
344.50	3.60	Recipient	Lawyer	5	5	R
348.10	0	Payoff	Lawyer	5	5	R
354.13	0	Choice	Lawyer	5	5	R
357.14	0	Fixation	Elderly	20	5	R
360.15	3.60	Recipient	Elderly	20	5	R
363.75	0	Payoff	Elderly	20	5	R
369.62	0	Choice	Elderly	20	5	R
372.63	0	Fixation	Elderly	9	15	L
375.63	3.60	Recipient	Elderly	9	15	L
379.23	0	Payoff	Elderly	9	15	L
385.31	0	Choice	Elderly	9	15	L
388.31	0	Fixation	Stay-at-homeparent	5	20	R
392.32	3.60	Recipient	Stay-at-homeparent	5	20	R
395.92	0	Payoff	Stay-at-homeparent	5	20	R
404.95	0	Choice	Stay-at-homeparent	5	20	R
407.96	0	Fixation	Accountant	6	14	R
410.97	3.60	Recipient	Accountant	6	14	R
414.57	0	Payoff	Accountant	6	14	R
420.34	0	Choice	Accountant	6	14	R
423.35	0	Fixation	Japanese	5	5	R
425.35	3.60	Recipient	Japanese	5	5	R
428.95	0	Payoff	Japanese	5	5	R
434.80	0	Choice	Japanese	5	5	R
437.81	0	Fixation	Greek	5	20	R
441.81	3.60	Recipient	Greek	5	20	R
445.41	0	Payoff	Greek	5	20	R
451.57	0	Choice	Greek	5	20	R
454.58	0	Fixation	Olympicathlete	6	14	R
458.59	3.60	Recipient	Olympicathlete	6	14	R
462.19	0	Payoff	Olympicathlete	6	14	R
468.14	0	Choice	Olympicathlete	6	14	R
471.15	0	Fixation	PrisonInmate	15	15	L
483.15	3.60	Recipient	PrisonInmate	15	15	L
