onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Farmer	14	6	R
4.01	2.85	Recipient	Farmer	14	6	R
6.86	0	Payoff	Farmer	14	6	R
12.21	0	Choice	Farmer	14	6	R
15.22	0	Fixation	Drugaddiction	5	5	L
17.23	2.86	Recipient	Drugaddiction	5	5	L
20.08	0	Payoff	Drugaddiction	5	5	L
27.12	0	Choice	Drugaddiction	5	5	L
30.13	0	Fixation	Accountant	20	5	R
33.14	2.85	Recipient	Accountant	20	5	R
35.99	0	Payoff	Accountant	20	5	R
40.71	0	Choice	Accountant	20	5	R
43.72	0	Fixation	PrisonInmate	6	14	R
46.73	2.85	Recipient	PrisonInmate	6	14	R
49.58	0	Payoff	PrisonInmate	6	14	R
56.24	0	Choice	PrisonInmate	6	14	R
59.25	0	Fixation	Welfarerecipient	5	5	L
62.26	2.85	Recipient	Welfarerecipient	5	5	L
65.11	0	Payoff	Welfarerecipient	5	5	L
71.45	0	Choice	Welfarerecipient	5	5	L
74.46	0	Fixation	PrisonInmate	15	9	L
85.47	2.85	Recipient	PrisonInmate	15	9	L
88.32	0	Payoff	PrisonInmate	15	9	L
93.84	0	Choice	PrisonInmate	15	9	L
96.86	0	Fixation	Farmer	9	15	L
98.86	2.85	Recipient	Farmer	9	15	L
101.71	0	Payoff	Farmer	9	15	L
106.91	0	Choice	Farmer	9	15	L
109.92	0	Fixation	Irish	15	9	R
113.93	2.85	Recipient	Irish	15	9	R
116.78	0	Payoff	Irish	15	9	R
123.56	0	Choice	Irish	15	9	R
126.57	0	Fixation	Greek	20	5	L
131.58	2.85	Recipient	Greek	20	5	L
134.43	0	Payoff	Greek	20	5	L
141.17	0	Choice	Greek	20	5	L
144.19	0	Fixation	Greek	15	15	L
148.19	2.85	Recipient	Greek	15	15	L
151.04	0	Payoff	Greek	15	15	L
156.56	0	Choice	Greek	15	15	L
159.57	0	Fixation	British	5	20	R
163.57	2.85	Recipient	British	5	20	R
166.43	0	Payoff	British	5	20	R
171.63	0	Choice	British	5	20	R
174.64	0	Fixation	Homeless	15	9	R
177.64	2.85	Recipient	Homeless	15	9	R
180.50	0	Payoff	Homeless	15	9	R
186.67	0	Choice	Homeless	15	9	R
189.68	0	Fixation	Elderly	14	6	R
192.68	2.85	Recipient	Elderly	14	6	R
195.54	0	Payoff	Elderly	14	6	R
201.20	0	Choice	Elderly	14	6	R
204.21	0	Fixation	Jewish	5	5	R
207.22	2.85	Recipient	Jewish	5	5	R
210.07	0	Payoff	Jewish	5	5	R
215.22	0	Choice	Jewish	5	5	R
218.23	0	Fixation	Accountant	14	6	R
220.23	2.85	Recipient	Accountant	14	6	R
223.08	0	Payoff	Accountant	14	6	R
228.48	0	Choice	Accountant	14	6	R
231.49	0	Fixation	PrisonInmate	14	6	L
234.50	2.85	Recipient	PrisonInmate	14	6	L
237.35	0	Payoff	PrisonInmate	14	6	L
242.77	0	Choice	PrisonInmate	14	6	L
245.79	0	Fixation	Lawyer	14	6	R
247.79	2.85	Recipient	Lawyer	14	6	R
250.64	0	Payoff	Lawyer	14	6	R
257.28	0	Choice	Lawyer	14	6	R
260.29	0	Fixation	Jewish	9	15	R
264.29	2.85	Recipient	Jewish	9	15	R
267.14	0	Payoff	Jewish	9	15	R
272.70	0	Choice	Jewish	9	15	R
275.71	0	Fixation	Mentaldisability	15	15	L
278.72	2.85	Recipient	Mentaldisability	15	15	L
281.57	0	Payoff	Mentaldisability	15	15	L
287.45	0	Choice	Mentaldisability	15	15	L
290.46	0	Fixation	Olympicathlete	20	5	L
293.47	2.85	Recipient	Olympicathlete	20	5	L
296.32	0	Payoff	Olympicathlete	20	5	L
302.40	0	Choice	Olympicathlete	20	5	L
305.41	0	Fixation	Olympicathlete	6	14	R
309.41	2.85	Recipient	Olympicathlete	6	14	R
312.27	0	Payoff	Olympicathlete	6	14	R
317.45	0	Choice	Olympicathlete	6	14	R
320.46	0	Fixation	Spanish	20	5	L
322.46	2.85	Recipient	Spanish	20	5	L
325.32	0	Payoff	Spanish	20	5	L
331.44	0	Choice	Spanish	20	5	L
334.45	0	Fixation	Mentaldisability	5	5	R
337.46	2.85	Recipient	Mentaldisability	5	5	R
340.31	0	Payoff	Mentaldisability	5	5	R
346.51	0	Choice	Mentaldisability	5	5	R
349.52	0	Fixation	Stay-at-homeparent	5	5	R
353.53	2.85	Recipient	Stay-at-homeparent	5	5	R
356.38	0	Payoff	Stay-at-homeparent	5	5	R
361.82	0	Choice	Stay-at-homeparent	5	5	R
364.83	0	Fixation	Arab	5	5	R
366.83	2.85	Recipient	Arab	5	5	R
369.68	0	Payoff	Arab	5	5	R
375.35	0	Choice	Arab	5	5	R
378.36	0	Fixation	Spanish	6	14	R
384.36	2.85	Recipient	Spanish	6	14	R
387.21	0	Payoff	Spanish	6	14	R
392.43	0	Choice	Spanish	6	14	R
395.45	0	Fixation	British	14	6	R
398.45	2.85	Recipient	British	14	6	R
401.30	0	Payoff	British	14	6	R
409.27	0	Choice	British	14	6	R
412.28	0	Fixation	Welfarerecipient	9	15	R
414.29	2.85	Recipient	Welfarerecipient	9	15	R
417.14	0	Payoff	Welfarerecipient	9	15	R
422.62	0	Choice	Welfarerecipient	9	15	R
425.63	0	Fixation	Accountant	9	15	R
429.63	2.85	Recipient	Accountant	9	15	R
432.49	0	Payoff	Accountant	9	15	R
438.04	0	Choice	Accountant	9	15	R
441.05	0	Fixation	Japanese	9	15	R
444.05	2.85	Recipient	Japanese	9	15	R
446.90	0	Payoff	Japanese	9	15	R
451.86	0	Choice	Japanese	9	15	R
454.87	0	Fixation	Homeless	5	20	L
458.88	2.85	Recipient	Homeless	5	20	L
461.73	0	Payoff	Homeless	5	20	L
469.42	0	Choice	Homeless	5	20	L
472.43	0	Fixation	Nurse	5	20	R
475.43	2.85	Recipient	Nurse	5	20	R
478.29	0	Payoff	Nurse	5	20	R
483.41	0	Choice	Nurse	5	20	R
486.42	0	Fixation	Irish	5	20	R
490.42	2.85	Recipient	Irish	5	20	R
493.28	0	Payoff	Irish	5	20	R
498.86	0	Choice	Irish	5	20	R
501.87	0	Fixation	Greek	15	9	R
504.87	2.85	Recipient	Greek	15	9	R
507.73	0	Payoff	Greek	15	9	R
513.87	0	Choice	Greek	15	9	R
516.88	0	Fixation	Irish	15	15	L
519.88	2.85	Recipient	Irish	15	15	L
522.74	0	Payoff	Irish	15	15	L
527.83	0	Choice	Irish	15	15	L
530.84	0	Fixation	Surgeon	15	15	L
542.84	2.85	Recipient	Surgeon	15	15	L
545.69	0	Payoff	Surgeon	15	15	L
550.88	0	Choice	Surgeon	15	15	L
553.90	0	Fixation	Elderly	15	9	R
557.90	2.85	Recipient	Elderly	15	9	R
560.75	0	Payoff	Elderly	15	9	R
565.88	0	Choice	Elderly	15	9	R
568.89	0	Fixation	Drugaddiction	14	6	L
570.90	2.85	Recipient	Drugaddiction	14	6	L
573.75	0	Payoff	Drugaddiction	14	6	L
578.88	0	Choice	Drugaddiction	14	6	L
581.89	0	Fixation	Greek	6	14	R
584.89	2.85	Recipient	Greek	6	14	R
587.74	0	Payoff	Greek	6	14	R
592.87	0	Choice	Greek	6	14	R
595.88	0	Fixation	Drugaddiction	5	20	R
598.88	2.85	Recipient	Drugaddiction	5	20	R
601.73	0	Payoff	Drugaddiction	5	20	R
607.04	0	Choice	Drugaddiction	5	20	R
610.05	0	Fixation	Olympicathlete	9	15	R
612.05	2.85	Recipient	Olympicathlete	9	15	R
614.91	0	Payoff	Olympicathlete	9	15	R
620.58	0	Choice	Olympicathlete	9	15	R
