onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Japanese	5	20	R
3.01	4.82	Recipient	Japanese	5	20	R
7.83	0	Payoff	Japanese	5	20	R
13.73	0	Choice	Japanese	5	20	R
16.75	0	Fixation	Spanish	20	5	R
19.75	4.82	Recipient	Spanish	20	5	R
24.58	0	Payoff	Spanish	20	5	R
30.43	0	Choice	Spanish	20	5	R
33.45	0	Fixation	Irish	5	5	R
36.46	4.82	Recipient	Irish	5	5	R
41.28	0	Payoff	Irish	5	5	R
47.12	0	Choice	Irish	5	5	R
50.15	0	Fixation	Surgeon	20	5	R
54.16	4.82	Recipient	Surgeon	20	5	R
58.98	0	Payoff	Surgeon	20	5	R
64.94	0	Choice	Surgeon	20	5	R
67.97	0	Fixation	Stay-at-homeparent	14	6	R
71.98	4.83	Recipient	Stay-at-homeparent	14	6	R
76.80	0	Payoff	Stay-at-homeparent	14	6	R
82.97	0	Choice	Stay-at-homeparent	14	6	R
85.99	0	Fixation	Lawyer	5	5	R
89.00	4.82	Recipient	Lawyer	5	5	R
93.82	0	Payoff	Lawyer	5	5	R
99.77	0	Choice	Lawyer	5	5	R
102.79	0	Fixation	Farmer	15	9	R
104.80	4.82	Recipient	Farmer	15	9	R
109.62	0	Payoff	Farmer	15	9	R
115.36	0	Choice	Farmer	15	9	R
118.38	0	Fixation	Stay-at-homeparent	5	20	R
121.39	4.83	Recipient	Stay-at-homeparent	5	20	R
126.22	0	Payoff	Stay-at-homeparent	5	20	R
132.06	0	Choice	Stay-at-homeparent	5	20	R
135.08	0	Fixation	Elderly	9	15	R
137.09	4.82	Recipient	Elderly	9	15	R
141.91	0	Payoff	Elderly	9	15	R
147.84	0	Choice	Elderly	9	15	R
150.87	0	Fixation	Jewish	15	9	R
153.87	4.82	Recipient	Jewish	15	9	R
158.69	0	Payoff	Jewish	15	9	R
164.46	0	Choice	Jewish	15	9	R
167.47	0	Fixation	Greek	6	14	R
171.48	4.82	Recipient	Greek	6	14	R
176.30	0	Payoff	Greek	6	14	R
182.30	0	Choice	Greek	6	14	R
185.31	0	Fixation	Olympicathlete	15	15	L
188.32	4.82	Recipient	Olympicathlete	15	15	L
193.13	0	Payoff	Olympicathlete	15	15	L
198.85	0	Choice	Olympicathlete	15	15	L
201.86	0	Fixation	Homeless	5	20	L
206.86	4.82	Recipient	Homeless	5	20	L
211.68	0	Payoff	Homeless	5	20	L
217.38	0	Choice	Homeless	5	20	L
220.38	0	Fixation	British	15	9	R
224.39	4.82	Recipient	British	15	9	R
229.21	0	Payoff	British	15	9	R
234.90	0	Choice	British	15	9	R
237.91	0	Fixation	Mentaldisability	5	20	R
240.91	4.82	Recipient	Mentaldisability	5	20	R
245.73	0	Payoff	Mentaldisability	5	20	R
251.41	0	Choice	Mentaldisability	5	20	R
254.42	0	Fixation	PrisonInmate	6	14	R
257.42	4.82	Recipient	PrisonInmate	6	14	R
262.24	0	Payoff	PrisonInmate	6	14	R
268.22	0	Choice	PrisonInmate	6	14	R
271.23	0	Fixation	Stay-at-homeparent	15	9	R
275.24	4.82	Recipient	Stay-at-homeparent	15	9	R
280.06	0	Payoff	Stay-at-homeparent	15	9	R
286.01	0	Choice	Stay-at-homeparent	15	9	R
289.02	0	Fixation	Irish	20	5	R
292.02	4.82	Recipient	Irish	20	5	R
296.85	0	Payoff	Irish	20	5	R
302.54	0	Choice	Irish	20	5	R
305.55	0	Fixation	Lawyer	15	9	R
308.56	4.82	Recipient	Lawyer	15	9	R
313.38	0	Payoff	Lawyer	15	9	R
319.03	0	Choice	Lawyer	15	9	R
322.04	0	Fixation	Spanish	5	5	R
325.04	4.82	Recipient	Spanish	5	5	R
329.86	0	Payoff	Spanish	5	5	R
335.85	0	Choice	Spanish	5	5	R
338.86	0	Fixation	Nurse	14	6	R
341.86	4.82	Recipient	Nurse	14	6	R
346.68	0	Payoff	Nurse	14	6	R
352.56	0	Choice	Nurse	14	6	R
355.57	0	Fixation	Welfarerecipient	15	15	L
357.57	4.82	Recipient	Welfarerecipient	15	15	L
362.39	0	Payoff	Welfarerecipient	15	15	L
368.11	0	Choice	Welfarerecipient	15	15	L
371.12	0	Fixation	Jewish	15	15	L
381.12	4.82	Recipient	Jewish	15	15	L
385.94	0	Payoff	Jewish	15	15	L
391.75	0	Choice	Jewish	15	15	L
394.76	0	Fixation	Arab	9	15	R
396.76	4.82	Recipient	Arab	9	15	R
401.58	0	Payoff	Arab	9	15	R
407.49	0	Choice	Arab	9	15	R
410.50	0	Fixation	Accountant	5	20	R
413.50	4.82	Recipient	Accountant	5	20	R
418.32	0	Payoff	Accountant	5	20	R
424.21	0	Choice	Accountant	5	20	R
427.23	0	Fixation	British	14	6	R
429.23	4.82	Recipient	British	14	6	R
434.05	0	Payoff	British	14	6	R
439.92	0	Choice	British	14	6	R
442.93	0	Fixation	Surgeon	5	20	R
445.94	4.82	Recipient	Surgeon	5	20	R
450.76	0	Payoff	Surgeon	5	20	R
456.54	0	Choice	Surgeon	5	20	R
459.55	0	Fixation	PrisonInmate	5	20	R
463.55	4.82	Recipient	PrisonInmate	5	20	R
468.37	0	Payoff	PrisonInmate	5	20	R
474.07	0	Choice	PrisonInmate	5	20	R
477.08	0	Fixation	Farmer	5	5	R
479.08	4.82	Recipient	Farmer	5	5	R
483.90	0	Payoff	Farmer	5	5	R
489.94	0	Choice	Farmer	5	5	R
492.95	0	Fixation	Jewish	14	6	R
494.95	4.82	Recipient	Jewish	14	6	R
499.77	0	Payoff	Jewish	14	6	R
505.64	0	Choice	Jewish	14	6	R
508.65	0	Fixation	Drugaddiction	6	14	R
516.65	4.82	Recipient	Drugaddiction	6	14	R
521.47	0	Payoff	Drugaddiction	6	14	R
527.27	0	Choice	Drugaddiction	6	14	R
530.28	0	Fixation	Elderly	15	9	R
534.29	4.82	Recipient	Elderly	15	9	R
539.11	0	Payoff	Elderly	15	9	R
544.91	0	Choice	Elderly	15	9	R
547.92	0	Fixation	Arab	15	9	R
550.92	4.82	Recipient	Arab	15	9	R
555.74	0	Payoff	Arab	15	9	R
561.42	0	Choice	Arab	15	9	R
564.43	0	Fixation	Drugaddiction	9	15	R
568.44	4.82	Recipient	Drugaddiction	9	15	R
573.26	0	Payoff	Drugaddiction	9	15	R
579.18	0	Choice	Drugaddiction	9	15	R
582.19	0	Fixation	Irish	5	20	R
585.19	4.82	Recipient	Irish	5	20	R
590.01	0	Payoff	Irish	5	20	R
595.69	0	Choice	Irish	5	20	R
598.70	0	Fixation	Farmer	20	5	R
602.71	4.82	Recipient	Farmer	20	5	R
607.52	0	Payoff	Farmer	20	5	R
613.46	0	Choice	Farmer	20	5	R
616.47	0	Fixation	Homeless	14	6	R
628.48	4.82	Recipient	Homeless	14	6	R
633.30	0	Payoff	Homeless	14	6	R
639.08	0	Choice	Homeless	14	6	R
642.09	0	Fixation	Stay-at-homeparent	9	15	R
646.09	4.82	Recipient	Stay-at-homeparent	9	15	R
650.91	0	Payoff	Stay-at-homeparent	9	15	R
656.72	0	Choice	Stay-at-homeparent	9	15	R
659.73	0	Fixation	Welfarerecipient	5	20	L
667.73	4.82	Recipient	Welfarerecipient	5	20	L
672.55	0	Payoff	Welfarerecipient	5	20	L
678.28	0	Choice	Welfarerecipient	5	20	L
681.30	0	Fixation	Olympicathlete	6	14	R
690.30	4.82	Recipient	Olympicathlete	6	14	R
695.12	0	Payoff	Olympicathlete	6	14	R
700.78	0	Choice	Olympicathlete	6	14	R
703.79	0	Fixation	Drugaddiction	5	20	R
714.80	4.82	Recipient	Drugaddiction	5	20	R
719.62	0	Payoff	Drugaddiction	5	20	R
725.57	0	Choice	Drugaddiction	5	20	R
728.58	0	Fixation	Spanish	15	9	R
731.59	4.82	Recipient	Spanish	15	9	R
736.40	0	Payoff	Spanish	15	9	R
742.32	0	Choice	Spanish	15	9	R
745.33	0	Fixation	Lawyer	14	6	R
748.34	4.82	Recipient	Lawyer	14	6	R
753.16	0	Payoff	Lawyer	14	6	R
758.79	0	Choice	Lawyer	14	6	R
761.80	0	Fixation	Accountant	14	6	R
766.80	4.82	Recipient	Accountant	14	6	R
