onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Greek	15	15	R
6.01	2.96	Recipient	Greek	15	15	R
8.97	0	Payoff	Greek	15	15	R
15.45	0	Choice	Greek	15	15	R
18.47	0	Fixation	Mentaldisability	6	14	L
21.48	2.96	Recipient	Mentaldisability	6	14	L
24.44	0	Payoff	Mentaldisability	6	14	L
30.89	0	Choice	Mentaldisability	6	14	L
33.91	0	Fixation	Arab	20	5	R
36.92	2.96	Recipient	Arab	20	5	R
39.88	0	Payoff	Arab	20	5	R
46.24	0	Choice	Arab	20	5	R
49.26	0	Fixation	Accountant	5	20	R
53.26	2.96	Recipient	Accountant	5	20	R
56.22	0	Payoff	Accountant	5	20	R
62.59	0	Choice	Accountant	5	20	R
65.61	0	Fixation	Japanese	15	9	R
69.62	2.96	Recipient	Japanese	15	9	R
72.58	0	Payoff	Japanese	15	9	R
78.77	0	Choice	Japanese	15	9	R
81.79	0	Fixation	Drugaddiction	14	6	R
83.80	2.97	Recipient	Drugaddiction	14	6	R
86.76	0	Payoff	Drugaddiction	14	6	R
93.24	0	Choice	Drugaddiction	14	6	R
96.26	0	Fixation	Arab	5	5	R
99.27	2.96	Recipient	Arab	5	5	R
102.23	0	Payoff	Arab	5	5	R
110.10	0	Choice	Arab	5	5	R
113.12	0	Fixation	British	5	20	R
116.13	2.96	Recipient	British	5	20	R
119.09	0	Payoff	British	5	20	R
125.79	0	Choice	British	5	20	R
128.81	0	Fixation	Japanese	5	5	R
131.81	2.96	Recipient	Japanese	5	5	R
134.78	0	Payoff	Japanese	5	5	R
141.08	0	Choice	Japanese	5	5	R
144.09	0	Fixation	Olympicathlete	6	14	R
156.10	2.96	Recipient	Olympicathlete	6	14	R
159.06	0	Payoff	Olympicathlete	6	14	R
165.35	0	Choice	Olympicathlete	6	14	R
168.36	0	Fixation	Stay-at-homeparent	5	5	R
171.37	2.96	Recipient	Stay-at-homeparent	5	5	R
174.33	0	Payoff	Stay-at-homeparent	5	5	R
180.94	0	Choice	Stay-at-homeparent	5	5	R
183.95	0	Fixation	Accountant	14	6	R
186.96	2.96	Recipient	Accountant	14	6	R
189.91	0	Payoff	Accountant	14	6	R
196.15	0	Choice	Accountant	14	6	R
199.16	0	Fixation	Arab	6	14	R
202.17	2.96	Recipient	Arab	6	14	R
205.13	0	Payoff	Arab	6	14	R
211.32	0	Choice	Arab	6	14	R
214.33	0	Fixation	Accountant	15	15	R
217.33	2.96	Recipient	Accountant	15	15	R
220.29	0	Payoff	Accountant	15	15	R
227.87	0	Choice	Accountant	15	15	R
230.87	0	Fixation	Greek	14	6	R
234.88	2.96	Recipient	Greek	14	6	R
237.84	0	Payoff	Greek	14	6	R
245.04	0	Choice	Greek	14	6	R
248.05	0	Fixation	Japanese	6	14	R
251.06	2.96	Recipient	Japanese	6	14	R
254.02	0	Payoff	Japanese	6	14	R
260.33	0	Choice	Japanese	6	14	R
263.35	0	Fixation	Homeless	15	15	L
266.35	2.96	Recipient	Homeless	15	15	L
269.31	0	Payoff	Homeless	15	15	L
275.72	0	Choice	Homeless	15	15	L
278.73	0	Fixation	Mentaldisability	15	9	R
281.74	2.96	Recipient	Mentaldisability	15	9	R
284.70	0	Payoff	Mentaldisability	15	9	R
290.82	0	Choice	Mentaldisability	15	9	R
293.83	0	Fixation	Surgeon	5	5	R
296.83	2.96	Recipient	Surgeon	5	5	R
299.79	0	Payoff	Surgeon	5	5	R
305.90	0	Choice	Surgeon	5	5	R
308.91	0	Fixation	Lawyer	9	15	R
311.92	2.96	Recipient	Lawyer	9	15	R
314.88	0	Payoff	Lawyer	9	15	R
321.12	0	Choice	Lawyer	9	15	R
324.13	0	Fixation	Olympicathlete	5	20	R
326.14	2.96	Recipient	Olympicathlete	5	20	R
329.10	0	Payoff	Olympicathlete	5	20	R
335.37	0	Choice	Olympicathlete	5	20	R
338.38	0	Fixation	Arab	9	15	R
342.39	2.96	Recipient	Arab	9	15	R
345.35	0	Payoff	Arab	9	15	R
351.51	0	Choice	Arab	9	15	R
354.52	0	Fixation	British	5	5	R
356.52	2.96	Recipient	British	5	5	R
359.48	0	Payoff	British	5	5	R
365.59	0	Choice	British	5	5	R
368.60	0	Fixation	Jewish	15	15	R
380.61	2.96	Recipient	Jewish	15	15	R
383.57	0	Payoff	Jewish	15	15	R
389.87	0	Choice	Jewish	15	15	R
392.88	0	Fixation	Irish	5	5	R
395.88	2.96	Recipient	Irish	5	5	R
398.84	0	Payoff	Irish	5	5	R
405.01	0	Choice	Irish	5	5	R
408.02	0	Fixation	Spanish	6	14	R
410.03	2.96	Recipient	Spanish	6	14	R
412.99	0	Payoff	Spanish	6	14	R
419.17	0	Choice	Spanish	6	14	R
