onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Spanish	9	15	R
3.01	5.46	Recipient	Spanish	9	15	R
8.47	0	Payoff	Spanish	9	15	R
14.76	0	Choice	Spanish	9	15	R
17.77	0	Fixation	Irish	5	20	R
19.78	5.45	Recipient	Irish	5	20	R
25.23	0	Payoff	Irish	5	20	R
31.12	0	Choice	Irish	5	20	R
34.13	0	Fixation	Olympicathlete	9	15	R
38.13	5.46	Recipient	Olympicathlete	9	15	R
43.59	0	Payoff	Olympicathlete	9	15	R
49.36	0	Choice	Olympicathlete	9	15	R
52.37	0	Fixation	Farmer	5	20	L
55.37	5.45	Recipient	Farmer	5	20	L
60.82	0	Payoff	Farmer	5	20	L
66.74	0	Choice	Farmer	5	20	L
69.76	0	Fixation	Greek	5	5	R
72.76	5.46	Recipient	Greek	5	5	R
78.21	0	Payoff	Greek	5	5	R
84.02	0	Choice	Greek	5	5	R
87.03	0	Fixation	Olympicathlete	15	15	L
91.03	5.46	Recipient	Olympicathlete	15	15	L
96.49	0	Payoff	Olympicathlete	15	15	L
102.35	0	Choice	Olympicathlete	15	15	L
105.36	0	Fixation	British	5	20	R
109.37	5.46	Recipient	British	5	20	R
114.83	0	Payoff	British	5	20	R
120.84	0	Choice	British	5	20	R
123.85	0	Fixation	Stay-at-homeparent	15	9	R
126.86	5.46	Recipient	Stay-at-homeparent	15	9	R
132.31	0	Payoff	Stay-at-homeparent	15	9	R
138.40	0	Choice	Stay-at-homeparent	15	9	R
141.42	0	Fixation	British	6	14	R
144.42	5.45	Recipient	British	6	14	R
149.88	0	Payoff	British	6	14	R
156.06	0	Choice	British	6	14	R
159.08	0	Fixation	Surgeon	20	5	R
163.08	5.45	Recipient	Surgeon	20	5	R
168.53	0	Payoff	Surgeon	20	5	R
174.89	0	Choice	Surgeon	20	5	R
177.90	0	Fixation	Surgeon	14	6	R
179.90	5.46	Recipient	Surgeon	14	6	R
185.36	0	Payoff	Surgeon	14	6	R
192.17	0	Choice	Surgeon	14	6	R
195.19	0	Fixation	Irish	15	9	R
198.19	5.45	Recipient	Irish	15	9	R
203.64	0	Payoff	Irish	15	9	R
210.11	0	Choice	Irish	15	9	R
213.12	0	Fixation	Jewish	14	6	R
216.13	5.45	Recipient	Jewish	14	6	R
221.58	0	Payoff	Jewish	14	6	R
227.59	0	Choice	Jewish	14	6	R
230.60	0	Fixation	PrisonInmate	15	9	R
232.60	5.45	Recipient	PrisonInmate	15	9	R
238.05	0	Payoff	PrisonInmate	15	9	R
244.19	0	Choice	PrisonInmate	15	9	R
247.20	0	Fixation	Mentaldisability	6	14	L
251.20	5.45	Recipient	Mentaldisability	6	14	L
256.66	0	Payoff	Mentaldisability	6	14	L
262.56	0	Choice	Mentaldisability	6	14	L
265.57	0	Fixation	PrisonInmate	9	15	L
268.57	5.45	Recipient	PrisonInmate	9	15	L
274.02	0	Payoff	PrisonInmate	9	15	L
280.11	0	Choice	PrisonInmate	9	15	L
283.12	0	Fixation	Olympicathlete	6	14	R
286.12	5.46	Recipient	Olympicathlete	6	14	R
291.57	0	Payoff	Olympicathlete	6	14	R
297.77	0	Choice	Olympicathlete	6	14	R
300.78	0	Fixation	Drugaddiction	5	5	R
302.79	5.46	Recipient	Drugaddiction	5	5	R
308.24	0	Payoff	Drugaddiction	5	5	R
314.26	0	Choice	Drugaddiction	5	5	R
317.27	0	Fixation	Welfarerecipient	15	9	R
319.28	5.45	Recipient	Welfarerecipient	15	9	R
324.73	0	Payoff	Welfarerecipient	15	9	R
330.88	0	Choice	Welfarerecipient	15	9	R
333.89	0	Fixation	Arab	5	20	R
337.89	5.45	Recipient	Arab	5	20	R
343.35	0	Payoff	Arab	5	20	R
349.37	0	Choice	Arab	5	20	R
352.38	0	Fixation	Arab	5	5	R
355.39	5.45	Recipient	Arab	5	5	R
360.84	0	Payoff	Arab	5	5	R
366.87	0	Choice	Arab	5	5	R
369.88	0	Fixation	Stay-at-homeparent	9	15	L
371.88	5.46	Recipient	Stay-at-homeparent	9	15	L
377.34	0	Payoff	Stay-at-homeparent	9	15	L
383.60	0	Choice	Stay-at-homeparent	9	15	L
386.61	0	Fixation	Nurse	5	20	L
396.61	5.45	Recipient	Nurse	5	20	L
402.06	0	Payoff	Nurse	5	20	L
408.01	0	Choice	Nurse	5	20	L
411.02	0	Fixation	Drugaddiction	6	14	R
413.02	5.46	Recipient	Drugaddiction	6	14	R
418.48	0	Payoff	Drugaddiction	6	14	R
424.92	0	Choice	Drugaddiction	6	14	R
427.93	0	Fixation	Stay-at-homeparent	6	14	R
431.94	5.46	Recipient	Stay-at-homeparent	6	14	R
437.39	0	Payoff	Stay-at-homeparent	6	14	R
445.79	0	Choice	Stay-at-homeparent	6	14	R
448.80	0	Fixation	Greek	15	15	L
451.80	5.45	Recipient	Greek	15	15	L
457.26	0	Payoff	Greek	15	15	L
463.13	0	Choice	Greek	15	15	L
466.14	0	Fixation	Greek	9	15	L
469.14	5.45	Recipient	Greek	9	15	L
474.60	0	Payoff	Greek	9	15	L
482.32	0	Choice	Greek	9	15	L
485.33	0	Fixation	Lawyer	5	20	R
488.33	5.45	Recipient	Lawyer	5	20	R
493.78	0	Payoff	Lawyer	5	20	R
499.69	0	Choice	Lawyer	5	20	R
502.70	0	Fixation	Homeless	5	20	L
505.70	5.45	Recipient	Homeless	5	20	L
511.16	0	Payoff	Homeless	5	20	L
517.01	0	Choice	Homeless	5	20	L
520.02	0	Fixation	Lawyer	14	6	R
