onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Drugaddiction	9	15	R
2.01	3.33	Recipient	Drugaddiction	9	15	R
5.34	0	Payoff	Drugaddiction	9	15	R
11.74	0	Choice	Drugaddiction	9	15	R
14.75	0	Fixation	Olympicathlete	9	15	L
16.76	3.31	Recipient	Olympicathlete	9	15	L
20.07	0	Payoff	Olympicathlete	9	15	L
24.45	0	Choice	Olympicathlete	9	15	L
27.46	0	Fixation	Japanese	5	20	R
30.46	3.31	Recipient	Japanese	5	20	R
33.77	0	Payoff	Japanese	5	20	R
38.44	0	Choice	Japanese	5	20	R
41.45	0	Fixation	Olympicathlete	5	5	R
48.46	3.31	Recipient	Olympicathlete	5	5	R
51.77	0	Payoff	Olympicathlete	5	5	R
56.35	0	Choice	Olympicathlete	5	5	R
59.36	0	Fixation	Arab	14	6	R
63.36	3.31	Recipient	Arab	14	6	R
66.67	0	Payoff	Arab	14	6	R
71.24	0	Choice	Arab	14	6	R
74.25	0	Fixation	Greek	15	15	L
77.25	3.31	Recipient	Greek	15	15	L
80.56	0	Payoff	Greek	15	15	L
85.27	0	Choice	Greek	15	15	L
88.28	0	Fixation	Nurse	15	15	L
91.28	3.31	Recipient	Nurse	15	15	L
94.59	0	Payoff	Nurse	15	15	L
99.09	0	Choice	Nurse	15	15	L
102.10	0	Fixation	Greek	15	9	R
105.11	3.31	Recipient	Greek	15	9	R
108.42	0	Payoff	Greek	15	9	R
112.97	0	Choice	Greek	15	9	R
115.98	0	Fixation	Stay-at-homeparent	5	20	R
119.98	3.31	Recipient	Stay-at-homeparent	5	20	R
123.30	0	Payoff	Stay-at-homeparent	5	20	R
128.09	0	Choice	Stay-at-homeparent	5	20	R
131.11	0	Fixation	Jewish	6	14	R
136.11	3.31	Recipient	Jewish	6	14	R
139.42	0	Payoff	Jewish	6	14	R
144.54	0	Choice	Jewish	6	14	R
147.56	0	Fixation	Farmer	20	5	R
149.56	3.31	Recipient	Farmer	20	5	R
152.87	0	Payoff	Farmer	20	5	R
158.03	0	Choice	Farmer	20	5	R
161.04	0	Fixation	Arab	5	20	R
164.04	3.31	Recipient	Arab	5	20	R
167.35	0	Payoff	Arab	5	20	R
171.79	0	Choice	Arab	5	20	R
174.80	0	Fixation	Irish	5	5	R
178.80	3.31	Recipient	Irish	5	5	R
182.11	0	Payoff	Irish	5	5	R
186.70	0	Choice	Irish	5	5	R
189.71	0	Fixation	Welfarerecipient	6	14	R
192.71	3.31	Recipient	Welfarerecipient	6	14	R
196.02	0	Payoff	Welfarerecipient	6	14	R
201.24	0	Choice	Welfarerecipient	6	14	R
204.25	0	Fixation	Homeless	14	6	L
208.26	3.31	Recipient	Homeless	14	6	L
211.56	0	Payoff	Homeless	14	6	L
218.27	0	Choice	Homeless	14	6	L
221.28	0	Fixation	Surgeon	5	5	R
224.28	3.31	Recipient	Surgeon	5	5	R
227.59	0	Payoff	Surgeon	5	5	R
232.18	0	Choice	Surgeon	5	5	R
235.19	0	Fixation	Nurse	14	6	L
238.19	3.31	Recipient	Nurse	14	6	L
241.50	0	Payoff	Nurse	14	6	L
247.17	0	Choice	Nurse	14	6	L
250.18	0	Fixation	Farmer	15	9	L
254.18	3.31	Recipient	Farmer	15	9	L
257.49	0	Payoff	Farmer	15	9	L
262.30	0	Choice	Farmer	15	9	L
265.31	0	Fixation	Homeless	20	5	L
277.31	3.31	Recipient	Homeless	20	5	L
280.62	0	Payoff	Homeless	20	5	L
287.42	0	Choice	Homeless	20	5	L
290.43	0	Fixation	Lawyer	5	20	R
292.43	3.31	Recipient	Lawyer	5	20	R
295.74	0	Payoff	Lawyer	5	20	R
300.68	0	Choice	Lawyer	5	20	R
303.69	0	Fixation	Olympicathlete	6	14	R
305.70	3.31	Recipient	Olympicathlete	6	14	R
309.01	0	Payoff	Olympicathlete	6	14	R
313.88	0	Choice	Olympicathlete	6	14	R
316.89	0	Fixation	Welfarerecipient	15	15	L
320.90	3.31	Recipient	Welfarerecipient	15	15	L
324.21	0	Payoff	Welfarerecipient	15	15	L
328.63	0	Choice	Welfarerecipient	15	15	L
331.63	0	Fixation	Welfarerecipient	5	20	R
336.64	3.31	Recipient	Welfarerecipient	5	20	R
339.95	0	Payoff	Welfarerecipient	5	20	R
344.46	0	Choice	Welfarerecipient	5	20	R
347.47	0	Fixation	Accountant	9	15	R
351.48	3.31	Recipient	Accountant	9	15	R
354.79	0	Payoff	Accountant	9	15	R
359.58	0	Choice	Accountant	9	15	R
362.59	0	Fixation	Surgeon	15	15	L
371.59	3.31	Recipient	Surgeon	15	15	L
374.90	0	Payoff	Surgeon	15	15	L
379.00	0	Choice	Surgeon	15	15	L
382.01	0	Fixation	Elderly	6	14	L
386.01	3.31	Recipient	Elderly	6	14	L
389.32	0	Payoff	Elderly	6	14	L
395.12	0	Choice	Elderly	6	14	L
398.13	0	Fixation	Stay-at-homeparent	6	14	R
400.14	3.31	Recipient	Stay-at-homeparent	6	14	R
403.45	0	Payoff	Stay-at-homeparent	6	14	R
408.04	0	Choice	Stay-at-homeparent	6	14	R
411.05	0	Fixation	Elderly	9	15	L
413.05	3.31	Recipient	Elderly	9	15	L
416.36	0	Payoff	Elderly	9	15	L
420.83	0	Choice	Elderly	9	15	L
423.85	0	Fixation	Farmer	15	15	L
427.85	3.31	Recipient	Farmer	15	15	L
431.16	0	Payoff	Farmer	15	15	L
435.24	0	Choice	Farmer	15	15	L
438.25	0	Fixation	Surgeon	14	6	R
446.26	3.31	Recipient	Surgeon	14	6	R
449.57	0	Payoff	Surgeon	14	6	R
455.06	0	Choice	Surgeon	14	6	R
458.07	0	Fixation	Jewish	9	15	R
461.08	3.31	Recipient	Jewish	9	15	R
464.38	0	Payoff	Jewish	9	15	R
468.62	0	Choice	Jewish	9	15	R
471.63	0	Fixation	Nurse	15	9	L
474.64	3.31	Recipient	Nurse	15	9	L
477.95	0	Payoff	Nurse	15	9	L
482.54	0	Choice	Nurse	15	9	L
485.55	0	Fixation	Japanese	6	14	R
489.55	3.31	Recipient	Japanese	6	14	R
492.86	0	Payoff	Japanese	6	14	R
497.46	0	Choice	Japanese	6	14	R
500.47	0	Fixation	Irish	9	15	R
504.47	3.31	Recipient	Irish	9	15	R
507.78	0	Payoff	Irish	9	15	R
512.03	0	Choice	Irish	9	15	R
515.04	0	Fixation	Mentaldisability	15	9	R
