onset	duration	event_type	recipient	selfpay	recipientpay	button
0.00	0	Fixation	Nurse	6	14	R
2.01	3.33	Recipient	Nurse	6	14	R
5.34	0	Payoff	Nurse	6	14	R
11.09	0	Choice	Nurse	6	14	R
14.10	0	Fixation	Farmer	5	20	R
18.11	3.33	Recipient	Farmer	5	20	R
21.44	0	Payoff	Farmer	5	20	R
27.75	0	Choice	Farmer	5	20	R
30.76	0	Fixation	Drugaddiction	5	5	R
33.77	3.33	Recipient	Drugaddiction	5	5	R
37.10	0	Payoff	Drugaddiction	5	5	R
43.05	0	Choice	Drugaddiction	5	5	R
46.08	0	Fixation	Nurse	15	15	L
49.09	3.33	Recipient	Nurse	15	15	L
52.41	0	Payoff	Nurse	15	15	L
58.33	0	Choice	Nurse	15	15	L
61.35	0	Fixation	British	14	6	L
64.36	3.33	Recipient	British	14	6	L
67.68	0	Payoff	British	14	6	L
73.90	0	Choice	British	14	6	L
76.92	0	Fixation	Mentaldisability	9	15	L
84.92	3.33	Recipient	Mentaldisability	9	15	L
88.25	0	Payoff	Mentaldisability	9	15	L
94.71	0	Choice	Mentaldisability	9	15	L
97.74	0	Fixation	Accountant	5	5	R
99.74	3.33	Recipient	Accountant	5	5	R
103.07	0	Payoff	Accountant	5	5	R
108.92	0	Choice	Accountant	5	5	R
111.94	0	Fixation	PrisonInmate	15	9	L
114.95	3.33	Recipient	PrisonInmate	15	9	L
118.28	0	Payoff	PrisonInmate	15	9	L
124.08	0	Choice	PrisonInmate	15	9	L
127.10	0	Fixation	Farmer	20	5	L
130.11	3.33	Recipient	Farmer	20	5	L
133.44	0	Payoff	Farmer	20	5	L
140.43	0	Choice	Farmer	20	5	L
143.45	0	Fixation	Jewish	5	20	R
145.46	3.33	Recipient	Jewish	5	20	R
148.78	0	Payoff	Jewish	5	20	R
155.37	0	Choice	Jewish	5	20	R
158.37	0	Fixation	Spanish	15	9	L
161.38	3.33	Recipient	Spanish	15	9	L
164.71	0	Payoff	Spanish	15	9	L
171.11	0	Choice	Spanish	15	9	L
174.12	0	Fixation	Irish	5	20	R
185.12	3.33	Recipient	Irish	5	20	R
188.45	0	Payoff	Irish	5	20	R
195.18	0	Choice	Irish	5	20	R
198.18	0	Fixation	Stay-at-homeparent	20	5	L
201.19	3.33	Recipient	Stay-at-homeparent	20	5	L
204.52	0	Payoff	Stay-at-homeparent	20	5	L
210.72	0	Choice	Stay-at-homeparent	20	5	L
213.73	0	Fixation	Homeless	6	14	L
215.74	3.33	Recipient	Homeless	6	14	L
219.06	0	Payoff	Homeless	6	14	L
