onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Spanish	6	14	R
12.01	5.51	Recipient	Spanish	6	14	R
17.52	0	Payoff	Spanish	6	14	R
23.07	0	Choice	Spanish	6	14	R
26.09	0	Fixation	British	14	6	R
29.09	5.51	Recipient	British	14	6	R
34.60	0	Payoff	British	14	6	R
40.12	0	Choice	British	14	6	R
43.13	0	Fixation	Homeless	6	14	L
47.13	5.51	Recipient	Homeless	6	14	L
52.64	0	Payoff	Homeless	6	14	L
58.14	0	Choice	Homeless	6	14	L
61.16	0	Fixation	Lawyer	9	15	L
64.16	5.51	Recipient	Lawyer	9	15	L
69.67	0	Payoff	Lawyer	9	15	L
77.25	0	Choice	Lawyer	9	15	L
80.27	0	Fixation	Irish	9	15	L
82.27	5.51	Recipient	Irish	9	15	L
87.78	0	Payoff	Irish	9	15	L
93.35	0	Choice	Irish	9	15	L
96.36	0	Fixation	Accountant	15	9	R
103.36	5.51	Recipient	Accountant	15	9	R
108.87	0	Payoff	Accountant	15	9	R
115.30	0	Choice	Accountant	15	9	R
118.32	0	Fixation	Arab	15	15	L
120.32	5.51	Recipient	Arab	15	15	L
125.83	0	Payoff	Arab	15	15	L
131.35	0	Choice	Arab	15	15	L
134.37	0	Fixation	Arab	6	14	R
138.37	5.51	Recipient	Arab	6	14	R
143.88	0	Payoff	Arab	6	14	R
149.64	0	Choice	Arab	6	14	R
152.65	0	Fixation	Surgeon	9	15	L
157.66	5.51	Recipient	Surgeon	9	15	L
163.17	0	Payoff	Surgeon	9	15	L
168.63	0	Choice	Surgeon	9	15	L
171.64	0	Fixation	Arab	20	5	R
173.65	5.51	Recipient	Arab	20	5	R
179.15	0	Payoff	Arab	20	5	R
184.72	0	Choice	Arab	20	5	R
187.73	0	Fixation	Farmer	5	5	R
190.74	5.51	Recipient	Farmer	5	5	R
196.24	0	Payoff	Farmer	5	5	R
201.80	0	Choice	Farmer	5	5	R
204.81	0	Fixation	Jewish	5	5	R
207.81	5.51	Recipient	Jewish	5	5	R
213.32	0	Payoff	Jewish	5	5	R
218.77	0	Choice	Jewish	5	5	R
221.78	0	Fixation	Olympicathlete	5	20	R
233.79	5.51	Recipient	Olympicathlete	5	20	R
239.29	0	Payoff	Olympicathlete	5	20	R
244.84	0	Choice	Olympicathlete	5	20	R
247.85	0	Fixation	Nurse	6	14	L
251.85	5.51	Recipient	Nurse	6	14	L
257.36	0	Payoff	Nurse	6	14	L
263.12	0	Choice	Nurse	6	14	L
266.13	0	Fixation	Jewish	15	15	L
273.14	5.51	Recipient	Jewish	15	15	L
278.65	0	Payoff	Jewish	15	15	L
284.21	0	Choice	Jewish	15	15	L
287.22	0	Fixation	Elderly	9	15	L
290.23	5.51	Recipient	Elderly	9	15	L
295.73	0	Payoff	Elderly	9	15	L
301.17	0	Choice	Elderly	9	15	L
304.18	0	Fixation	Homeless	15	15	L
307.19	5.51	Recipient	Homeless	15	15	L
312.69	0	Payoff	Homeless	15	15	L
318.42	0	Choice	Homeless	15	15	L
321.43	0	Fixation	British	20	5	R
323.43	5.51	Recipient	British	20	5	R
328.94	0	Payoff	British	20	5	R
334.48	0	Choice	British	20	5	R
337.50	0	Fixation	Jewish	9	15	L
349.50	5.51	Recipient	Jewish	9	15	L
355.01	0	Payoff	Jewish	9	15	L
360.55	0	Choice	Jewish	9	15	L
363.57	0	Fixation	Elderly	15	9	R
365.57	5.51	Recipient	Elderly	15	9	R
371.08	0	Payoff	Elderly	15	9	R
376.73	0	Choice	Elderly	15	9	R
379.74	0	Fixation	Greek	15	9	R
391.74	5.51	Recipient	Greek	15	9	R
397.25	0	Payoff	Greek	15	9	R
402.75	0	Choice	Greek	15	9	R
405.76	0	Fixation	Surgeon	5	20	R
412.76	5.51	Recipient	Surgeon	5	20	R
418.27	0	Payoff	Surgeon	5	20	R
423.77	0	Choice	Surgeon	5	20	R
426.78	0	Fixation	Stay-at-homeparent	14	6	R
437.78	5.51	Recipient	Stay-at-homeparent	14	6	R
443.29	0	Payoff	Stay-at-homeparent	14	6	R
448.72	0	Choice	Stay-at-homeparent	14	6	R
451.74	0	Fixation	Elderly	14	6	R
454.74	5.51	Recipient	Elderly	14	6	R
460.25	0	Payoff	Elderly	14	6	R
465.77	0	Choice	Elderly	14	6	R
468.78	0	Fixation	Jewish	5	20	R
471.78	5.51	Recipient	Jewish	5	20	R
477.29	0	Payoff	Jewish	5	20	R
483.08	0	Choice	Jewish	5	20	R
486.09	0	Fixation	Mentaldisability	15	15	L
489.10	5.51	Recipient	Mentaldisability	15	15	L
494.61	0	Payoff	Mentaldisability	15	15	L
500.34	0	Choice	Mentaldisability	15	15	L
503.35	0	Fixation	British	9	15	L
507.36	5.51	Recipient	British	9	15	L
512.86	0	Payoff	British	9	15	L
518.34	0	Choice	British	9	15	L
521.35	0	Fixation	Lawyer	15	15	L
532.35	5.51	Recipient	Lawyer	15	15	L
537.86	0	Payoff	Lawyer	15	15	L
543.32	0	Choice	Lawyer	15	15	L
546.34	0	Fixation	Greek	14	6	R
549.34	5.51	Recipient	Greek	14	6	R
554.85	0	Payoff	Greek	14	6	R
560.35	0	Choice	Greek	14	6	R
563.36	0	Fixation	Welfarerecipient	20	5	R
565.37	5.51	Recipient	Welfarerecipient	20	5	R
570.87	0	Payoff	Welfarerecipient	20	5	R
576.44	0	Choice	Welfarerecipient	20	5	R
579.45	0	Fixation	Irish	14	6	R
581.46	5.51	Recipient	Irish	14	6	R
586.96	0	Payoff	Irish	14	6	R
592.47	0	Choice	Irish	14	6	R
595.48	0	Fixation	Arab	14	6	R
599.49	5.51	Recipient	Arab	14	6	R
604.99	0	Payoff	Arab	14	6	R
610.55	0	Choice	Arab	14	6	R
613.56	0	Fixation	Olympicathlete	5	5	R
623.56	5.51	Recipient	Olympicathlete	5	5	R
629.07	0	Payoff	Olympicathlete	5	5	R
634.71	0	Choice	Olympicathlete	5	5	R
637.73	0	Fixation	PrisonInmate	20	5	R
640.73	5.51	Recipient	PrisonInmate	20	5	R
