onset	duration	event_type	recipient	selfpay	recipientpay	button
0.00	0	Fixation	Irish	6	14	R
11.01	3.42	Recipient	Irish	6	14	R
14.43	0	Payoff	Irish	6	14	R
19.01	0	Choice	Irish	6	14	R
22.03	0	Fixation	Surgeon	15	9	R
26.03	3.42	Recipient	Surgeon	15	9	R
29.45	0	Payoff	Surgeon	15	9	R
33.48	0	Choice	Surgeon	15	9	R
36.50	0	Fixation	Olympicathlete	15	15	L
47.50	3.42	Recipient	Olympicathlete	15	15	L
50.92	0	Payoff	Olympicathlete	15	15	L
55.23	0	Choice	Olympicathlete	15	15	L
58.24	0	Fixation	Elderly	9	15	L
62.24	3.42	Recipient	Elderly	9	15	L
65.66	0	Payoff	Elderly	9	15	L
69.40	0	Choice	Elderly	9	15	L
72.41	0	Fixation	Olympicathlete	15	9	L
84.41	3.42	Recipient	Olympicathlete	15	9	L
87.83	0	Payoff	Olympicathlete	15	9	L
93.57	0	Choice	Olympicathlete	15	9	L
96.58	0	Fixation	Jewish	20	5	R
99.58	3.42	Recipient	Jewish	20	5	R
103.00	0	Payoff	Jewish	20	5	R
107.10	0	Choice	Jewish	20	5	R
110.11	0	Fixation	Elderly	5	20	R
122.11	3.42	Recipient	Elderly	5	20	R
125.53	0	Payoff	Elderly	5	20	R
131.24	0	Choice	Elderly	5	20	R
134.25	0	Fixation	Surgeon	5	5	R
136.26	3.42	Recipient	Surgeon	5	5	R
139.68	0	Payoff	Surgeon	5	5	R
143.57	0	Choice	Surgeon	5	5	R
146.58	0	Fixation	Irish	9	15	R
149.58	3.42	Recipient	Irish	9	15	R
153.00	0	Payoff	Irish	9	15	R
156.70	0	Choice	Irish	9	15	R
159.71	0	Fixation	British	15	9	R
161.72	3.42	Recipient	British	15	9	R
165.14	0	Payoff	British	15	9	R
168.99	0	Choice	British	15	9	R
172.00	0	Fixation	Farmer	5	20	R
175.01	3.42	Recipient	Farmer	5	20	R
178.43	0	Payoff	Farmer	5	20	R
182.09	0	Choice	Farmer	5	20	R
185.10	0	Fixation	Lawyer	6	14	R
191.10	3.42	Recipient	Lawyer	6	14	R
194.52	0	Payoff	Lawyer	6	14	R
198.00	0	Choice	Lawyer	6	14	R
201.01	0	Fixation	Accountant	15	9	R
204.01	3.42	Recipient	Accountant	15	9	R
207.43	0	Payoff	Accountant	15	9	R
211.30	0	Choice	Accountant	15	9	R
214.31	0	Fixation	PrisonInmate	5	20	R
218.31	3.42	Recipient	PrisonInmate	5	20	R
221.73	0	Payoff	PrisonInmate	5	20	R
225.52	0	Choice	PrisonInmate	5	20	R
228.53	0	Fixation	Accountant	15	15	L
231.53	3.42	Recipient	Accountant	15	15	L
234.95	0	Payoff	Accountant	15	15	L
239.68	0	Choice	Accountant	15	15	L
242.69	0	Fixation	British	5	5	R
254.69	3.42	Recipient	British	5	5	R
258.11	0	Payoff	British	5	5	R
261.70	0	Choice	British	5	5	R
264.71	0	Fixation	Mentaldisability	15	9	L
273.71	3.42	Recipient	Mentaldisability	15	9	L
277.13	0	Payoff	Mentaldisability	15	9	L
282.18	0	Choice	Mentaldisability	15	9	L
285.19	0	Fixation	Stay-at-homeparent	9	15	R
288.19	3.42	Recipient	Stay-at-homeparent	9	15	R
291.61	0	Payoff	Stay-at-homeparent	9	15	R
295.14	0	Choice	Stay-at-homeparent	9	15	R
298.15	0	Fixation	Olympicathlete	5	5	R
301.15	3.42	Recipient	Olympicathlete	5	5	R
304.57	0	Payoff	Olympicathlete	5	5	R
308.12	0	Choice	Olympicathlete	5	5	R
311.13	0	Fixation	Arab	15	9	R
314.13	3.42	Recipient	Arab	15	9	R
317.55	0	Payoff	Arab	15	9	R
322.25	0	Choice	Arab	15	9	R
325.26	0	Fixation	Welfarerecipient	14	6	R
328.26	3.42	Recipient	Welfarerecipient	14	6	R
331.68	0	Payoff	Welfarerecipient	14	6	R
337.80	0	Choice	Welfarerecipient	14	6	R
