onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Arab	15	15	L
4.01	4.72	Recipient	Arab	15	15	L
8.73	0	Payoff	Arab	15	15	L
14.56	0	Choice	Arab	15	15	L
17.57	0	Fixation	Surgeon	9	15	R
20.58	4.72	Recipient	Surgeon	9	15	R
25.30	0	Payoff	Surgeon	9	15	R
30.83	0	Choice	Surgeon	9	15	R
33.84	0	Fixation	Homeless	14	6	R
35.85	4.72	Recipient	Homeless	14	6	R
40.57	0	Payoff	Homeless	14	6	R
46.49	0	Choice	Homeless	14	6	R
49.50	0	Fixation	Accountant	15	9	R
56.50	4.72	Recipient	Accountant	15	9	R
61.23	0	Payoff	Accountant	15	9	R
68.95	0	Choice	Accountant	15	9	R
71.97	0	Fixation	Nurse	15	15	L
76.97	4.72	Recipient	Nurse	15	15	L
81.69	0	Payoff	Nurse	15	15	L
87.31	0	Choice	Nurse	15	15	L
90.32	0	Fixation	Greek	14	6	R
93.32	4.72	Recipient	Greek	14	6	R
98.05	0	Payoff	Greek	14	6	R
103.71	0	Choice	Greek	14	6	R
106.72	0	Fixation	British	5	20	R
108.73	4.72	Recipient	British	5	20	R
113.45	0	Payoff	British	5	20	R
119.14	0	Choice	British	5	20	R
122.15	0	Fixation	Jewish	15	9	R
125.16	4.72	Recipient	Jewish	15	9	R
129.88	0	Payoff	Jewish	15	9	R
135.62	0	Choice	Jewish	15	9	R
138.63	0	Fixation	Elderly	14	6	R
141.63	4.72	Recipient	Elderly	14	6	R
146.36	0	Payoff	Elderly	14	6	R
152.07	0	Choice	Elderly	14	6	R
155.08	0	Fixation	Stay-at-homeparent	5	20	R
159.09	4.73	Recipient	Stay-at-homeparent	5	20	R
163.81	0	Payoff	Stay-at-homeparent	5	20	R
170.68	0	Choice	Stay-at-homeparent	5	20	R
173.69	0	Fixation	Jewish	5	5	R
177.69	4.72	Recipient	Jewish	5	5	R
182.41	0	Payoff	Jewish	5	5	R
188.01	0	Choice	Jewish	5	5	R
191.02	0	Fixation	Greek	9	15	R
195.02	4.72	Recipient	Greek	9	15	R
199.74	0	Payoff	Greek	9	15	R
