onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Irish	5	5	R
4.01	3.44	Recipient	Irish	5	5	R
7.45	0	Payoff	Irish	5	5	R
12.90	0	Choice	Irish	5	5	R
15.92	0	Fixation	Spanish	15	9	R
18.92	3.44	Recipient	Spanish	15	9	R
22.36	0	Payoff	Spanish	15	9	R
26.62	0	Choice	Spanish	15	9	R
29.64	0	Fixation	Welfarerecipient	15	15	R
40.64	3.44	Recipient	Welfarerecipient	15	15	R
44.08	0	Payoff	Welfarerecipient	15	15	R
50.30	0	Choice	Welfarerecipient	15	15	R
53.31	0	Fixation	Elderly	5	20	R
56.32	3.44	Recipient	Elderly	5	20	R
59.75	0	Payoff	Elderly	5	20	R
64.07	0	Choice	Elderly	5	20	R
67.09	0	Fixation	Mentaldisability	15	15	L
69.09	3.44	Recipient	Mentaldisability	15	15	L
72.53	0	Payoff	Mentaldisability	15	15	L
76.45	0	Choice	Mentaldisability	15	15	L
79.46	0	Fixation	Homeless	14	6	R
82.46	3.44	Recipient	Homeless	14	6	R
85.90	0	Payoff	Homeless	14	6	R
91.06	0	Choice	Homeless	14	6	R
94.07	0	Fixation	Japanese	15	15	L
97.08	3.44	Recipient	Japanese	15	15	L
100.51	0	Payoff	Japanese	15	15	L
105.29	0	Choice	Japanese	15	15	L
108.30	0	Fixation	Lawyer	15	15	L
111.30	3.44	Recipient	Lawyer	15	15	L
114.74	0	Payoff	Lawyer	15	15	L
119.39	0	Choice	Lawyer	15	15	L
122.41	0	Fixation	Stay-at-homeparent	15	15	L
125.41	3.44	Recipient	Stay-at-homeparent	15	15	L
128.85	0	Payoff	Stay-at-homeparent	15	15	L
133.80	0	Choice	Stay-at-homeparent	15	15	L
136.81	0	Fixation	Nurse	9	15	R
142.82	3.44	Recipient	Nurse	9	15	R
146.25	0	Payoff	Nurse	9	15	R
152.43	0	Choice	Nurse	9	15	R
155.44	0	Fixation	Elderly	6	14	R
158.44	3.44	Recipient	Elderly	6	14	R
161.88	0	Payoff	Elderly	6	14	R
166.81	0	Choice	Elderly	6	14	R
169.82	0	Fixation	Jewish	5	20	R
171.82	3.44	Recipient	Jewish	5	20	R
175.26	0	Payoff	Jewish	5	20	R
180.32	0	Choice	Jewish	5	20	R
183.33	0	Fixation	Arab	5	5	R
185.34	3.44	Recipient	Arab	5	5	R
188.77	0	Payoff	Arab	5	5	R
195.79	0	Choice	Arab	5	5	R
198.80	0	Fixation	Homeless	5	5	R
202.81	3.44	Recipient	Homeless	5	5	R
206.25	0	Payoff	Homeless	5	5	R
213.77	0	Choice	Homeless	5	5	R
216.78	0	Fixation	Welfarerecipient	5	20	R
220.79	3.44	Recipient	Welfarerecipient	5	20	R
224.22	0	Payoff	Welfarerecipient	5	20	R
228.68	0	Choice	Welfarerecipient	5	20	R
231.69	0	Fixation	PrisonInmate	14	6	L
234.69	3.44	Recipient	PrisonInmate	14	6	L
238.13	0	Payoff	PrisonInmate	14	6	L
242.90	0	Choice	PrisonInmate	14	6	L
245.91	0	Fixation	Stay-at-homeparent	5	20	R
249.91	3.44	Recipient	Stay-at-homeparent	5	20	R
253.35	0	Payoff	Stay-at-homeparent	5	20	R
258.39	0	Choice	Stay-at-homeparent	5	20	R
261.40	0	Fixation	Drugaddiction	15	9	L
264.40	3.44	Recipient	Drugaddiction	15	9	L
267.84	0	Payoff	Drugaddiction	15	9	L
272.72	0	Choice	Drugaddiction	15	9	L
275.73	0	Fixation	Irish	6	14	R
278.73	3.44	Recipient	Irish	6	14	R
282.17	0	Payoff	Irish	6	14	R
286.90	0	Choice	Irish	6	14	R
289.91	0	Fixation	Spanish	5	20	R
291.91	3.44	Recipient	Spanish	5	20	R
295.35	0	Payoff	Spanish	5	20	R
300.03	0	Choice	Spanish	5	20	R
303.04	0	Fixation	Lawyer	9	15	R
305.04	3.44	Recipient	Lawyer	9	15	R
308.48	0	Payoff	Lawyer	9	15	R
313.35	0	Choice	Lawyer	9	15	R
316.36	0	Fixation	Olympicathlete	14	6	L
319.37	3.44	Recipient	Olympicathlete	14	6	L
322.80	0	Payoff	Olympicathlete	14	6	L
327.31	0	Choice	Olympicathlete	14	6	L
330.32	0	Fixation	Lawyer	20	5	R
333.33	3.44	Recipient	Lawyer	20	5	R
336.76	0	Payoff	Lawyer	20	5	R
341.03	0	Choice	Lawyer	20	5	R
344.04	0	Fixation	Drugaddiction	5	5	R
356.05	3.44	Recipient	Drugaddiction	5	5	R
359.48	0	Payoff	Drugaddiction	5	5	R
365.61	0	Choice	Drugaddiction	5	5	R
368.62	0	Fixation	Olympicathlete	20	5	L
371.62	3.44	Recipient	Olympicathlete	20	5	L
375.06	0	Payoff	Olympicathlete	20	5	L
380.27	0	Choice	Olympicathlete	20	5	L
383.28	0	Fixation	Surgeon	15	15	L
386.29	3.44	Recipient	Surgeon	15	15	L
389.72	0	Payoff	Surgeon	15	15	L
394.91	0	Choice	Surgeon	15	15	L
397.92	0	Fixation	Arab	15	15	L
400.93	3.44	Recipient	Arab	15	15	L
404.37	0	Payoff	Arab	15	15	L
409.68	0	Choice	Arab	15	15	L
412.69	0	Fixation	Mentaldisability	9	15	R
421.69	3.44	Recipient	Mentaldisability	9	15	R
425.13	0	Payoff	Mentaldisability	9	15	R
430.07	0	Choice	Mentaldisability	9	15	R
433.08	0	Fixation	Accountant	5	20	R
436.08	3.44	Recipient	Accountant	5	20	R
439.52	0	Payoff	Accountant	5	20	R
444.45	0	Choice	Accountant	5	20	R
447.46	0	Fixation	Farmer	5	5	R
451.47	3.44	Recipient	Farmer	5	5	R
454.90	0	Payoff	Farmer	5	5	R
459.81	0	Choice	Farmer	5	5	R
462.82	0	Fixation	Lawyer	5	20	R
474.82	3.44	Recipient	Lawyer	5	20	R
478.26	0	Payoff	Lawyer	5	20	R
483.14	0	Choice	Lawyer	5	20	R
486.15	0	Fixation	Arab	6	14	R
