onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Surgeon	5	5	R
3.01	4.67	Recipient	Surgeon	5	5	R
7.68	0	Payoff	Surgeon	5	5	R
14.23	0	Choice	Surgeon	5	5	R
17.25	0	Fixation	Mentaldisability	5	20	L
20.25	4.67	Recipient	Mentaldisability	5	20	L
24.92	0	Payoff	Mentaldisability	5	20	L
31.80	0	Choice	Mentaldisability	5	20	L
34.81	0	Fixation	Mentaldisability	15	9	R
36.82	4.67	Recipient	Mentaldisability	15	9	R
41.49	0	Payoff	Mentaldisability	15	9	R
47.65	0	Choice	Mentaldisability	15	9	R
50.67	0	Fixation	Japanese	14	6	R
54.67	4.67	Recipient	Japanese	14	6	R
59.34	0	Payoff	Japanese	14	6	R
66.07	0	Choice	Japanese	14	6	R
69.08	0	Fixation	Greek	20	5	R
80.09	4.67	Recipient	Greek	20	5	R
84.76	0	Payoff	Greek	20	5	R
91.07	0	Choice	Greek	20	5	R
94.08	0	Fixation	Greek	15	15	L
104.08	4.67	Recipient	Greek	15	15	L
108.75	0	Payoff	Greek	15	15	L
114.84	0	Choice	Greek	15	15	L
117.85	0	Fixation	Lawyer	20	5	R
120.86	4.67	Recipient	Lawyer	20	5	R
125.52	0	Payoff	Lawyer	20	5	R
132.03	0	Choice	Lawyer	20	5	R
135.04	0	Fixation	Greek	9	15	R
138.05	4.67	Recipient	Greek	9	15	R
142.71	0	Payoff	Greek	9	15	R
148.94	0	Choice	Greek	9	15	R
151.96	0	Fixation	Stay-at-homeparent	9	15	R
155.96	4.67	Recipient	Stay-at-homeparent	9	15	R
160.63	0	Payoff	Stay-at-homeparent	9	15	R
167.51	0	Choice	Stay-at-homeparent	9	15	R
170.53	0	Fixation	Homeless	20	5	R
173.53	4.67	Recipient	Homeless	20	5	R
178.20	0	Payoff	Homeless	20	5	R
184.56	0	Choice	Homeless	20	5	R
187.57	0	Fixation	Drugaddiction	5	5	R
189.57	4.67	Recipient	Drugaddiction	5	5	R
194.24	0	Payoff	Drugaddiction	5	5	R
201.53	0	Choice	Drugaddiction	5	5	R
204.54	0	Fixation	Spanish	6	14	R
208.55	4.67	Recipient	Spanish	6	14	R
213.21	0	Payoff	Spanish	6	14	R
219.97	0	Choice	Spanish	6	14	R
222.98	0	Fixation	Arab	6	14	R
225.99	4.67	Recipient	Arab	6	14	R
230.65	0	Payoff	Arab	6	14	R
239.25	0	Choice	Arab	6	14	R
242.26	0	Fixation	Drugaddiction	20	5	R
253.27	4.67	Recipient	Drugaddiction	20	5	R
257.94	0	Payoff	Drugaddiction	20	5	R
266.45	0	Choice	Drugaddiction	20	5	R
269.46	0	Fixation	Lawyer	9	15	R
272.46	4.67	Recipient	Lawyer	9	15	R
277.13	0	Payoff	Lawyer	9	15	R
285.56	0	Choice	Lawyer	9	15	R
288.57	0	Fixation	Irish	9	15	R
291.58	4.67	Recipient	Irish	9	15	R
296.24	0	Payoff	Irish	9	15	R
303.03	0	Choice	Irish	9	15	R
306.04	0	Fixation	Homeless	5	5	R
308.04	4.67	Recipient	Homeless	5	5	R
312.71	0	Payoff	Homeless	5	5	R
319.06	0	Choice	Homeless	5	5	R
322.07	0	Fixation	Stay-at-homeparent	15	15	L
329.07	4.67	Recipient	Stay-at-homeparent	15	15	L
333.74	0	Payoff	Stay-at-homeparent	15	15	L
340.21	0	Choice	Stay-at-homeparent	15	15	L
343.22	0	Fixation	Nurse	15	9	R
346.22	4.66	Recipient	Nurse	15	9	R
350.89	0	Payoff	Nurse	15	9	R
357.31	0	Choice	Nurse	15	9	R
360.32	0	Fixation	Nurse	14	6	R
362.33	4.67	Recipient	Nurse	14	6	R
366.99	0	Payoff	Nurse	14	6	R
373.28	0	Choice	Nurse	14	6	R
376.29	0	Fixation	Homeless	15	15	L
379.29	4.67	Recipient	Homeless	15	15	L
383.96	0	Payoff	Homeless	15	15	L
390.06	0	Choice	Homeless	15	15	L
393.07	0	Fixation	Elderly	9	15	L
397.07	4.67	Recipient	Elderly	9	15	L
401.74	0	Payoff	Elderly	9	15	L
408.61	0	Choice	Elderly	9	15	L
411.62	0	Fixation	Olympicathlete	15	9	R
414.63	4.67	Recipient	Olympicathlete	15	9	R
419.29	0	Payoff	Olympicathlete	15	9	R
425.46	0	Choice	Olympicathlete	15	9	R
428.47	0	Fixation	Elderly	6	14	L
439.48	4.67	Recipient	Elderly	6	14	L
444.14	0	Payoff	Elderly	6	14	L
452.16	0	Choice	Elderly	6	14	L
455.17	0	Fixation	Lawyer	6	14	R
466.17	4.67	Recipient	Lawyer	6	14	R
470.84	0	Payoff	Lawyer	6	14	R
477.04	0	Choice	Lawyer	6	14	R
480.05	0	Fixation	Jewish	15	9	R
483.06	4.67	Recipient	Jewish	15	9	R
487.72	0	Payoff	Jewish	15	9	R
493.64	0	Choice	Jewish	15	9	R
496.65	0	Fixation	Olympicathlete	14	6	R
498.66	4.67	Recipient	Olympicathlete	14	6	R
503.32	0	Payoff	Olympicathlete	14	6	R
509.46	0	Choice	Olympicathlete	14	6	R
512.47	0	Fixation	British	15	9	R
515.48	4.67	Recipient	British	15	9	R
520.14	0	Payoff	British	15	9	R
526.52	0	Choice	British	15	9	R
529.53	0	Fixation	Drugaddiction	15	9	R
532.53	4.67	Recipient	Drugaddiction	15	9	R
537.20	0	Payoff	Drugaddiction	15	9	R
543.83	0	Choice	Drugaddiction	15	9	R
546.84	0	Fixation	Welfarerecipient	9	15	R
558.84	4.67	Recipient	Welfarerecipient	9	15	R
563.51	0	Payoff	Welfarerecipient	9	15	R
569.87	0	Choice	Welfarerecipient	9	15	R
572.88	0	Fixation	Accountant	5	5	R
576.88	4.67	Recipient	Accountant	5	5	R
581.55	0	Payoff	Accountant	5	5	R
588.48	0	Choice	Accountant	5	5	R
591.49	0	Fixation	Welfarerecipient	6	14	R
594.49	4.67	Recipient	Welfarerecipient	6	14	R
599.16	0	Payoff	Welfarerecipient	6	14	R
605.43	0	Choice	Welfarerecipient	6	14	R
608.44	0	Fixation	Japanese	9	15	R
612.45	4.67	Recipient	Japanese	9	15	R
617.11	0	Payoff	Japanese	9	15	R
624.32	0	Choice	Japanese	9	15	R
627.33	0	Fixation	Jewish	5	5	R
629.33	4.67	Recipient	Jewish	5	5	R
634.00	0	Payoff	Jewish	5	5	R
640.16	0	Choice	Jewish	5	5	R
643.17	0	Fixation	Japanese	5	5	R
646.18	4.67	Recipient	Japanese	5	5	R
650.84	0	Payoff	Japanese	5	5	R
659.06	0	Choice	Japanese	5	5	R
662.07	0	Fixation	Spanish	20	5	R
671.07	4.67	Recipient	Spanish	20	5	R
675.74	0	Payoff	Spanish	20	5	R
683.00	0	Choice	Spanish	20	5	R
686.01	0	Fixation	PrisonInmate	20	5	R
694.02	4.67	Recipient	PrisonInmate	20	5	R
698.68	0	Payoff	PrisonInmate	20	5	R
705.15	0	Choice	PrisonInmate	20	5	R
708.16	0	Fixation	Elderly	15	15	L
717.17	4.67	Recipient	Elderly	15	15	L
721.83	0	Payoff	Elderly	15	15	L
727.97	0	Choice	Elderly	15	15	L
730.98	0	Fixation	PrisonInmate	6	14	R
735.98	4.67	Recipient	PrisonInmate	6	14	R
740.65	0	Payoff	PrisonInmate	6	14	R
747.18	0	Choice	PrisonInmate	6	14	R
750.19	0	Fixation	Spanish	15	9	R
752.19	4.67	Recipient	Spanish	15	9	R
756.86	0	Payoff	Spanish	15	9	R
764.20	0	Choice	Spanish	15	9	R
