onset	duration	event_type	recipient	selfpay	recipientpay	button
0.00	0	Fixation	Drugaddiction	14	6	R
3.01	5.27	Recipient	Drugaddiction	14	6	R
8.28	0	Payoff	Drugaddiction	14	6	R
12.67	0	Choice	Drugaddiction	14	6	R
15.69	0	Fixation	Lawyer	5	20	R
19.70	5.27	Recipient	Lawyer	5	20	R
24.97	0	Payoff	Lawyer	5	20	R
29.28	0	Choice	Lawyer	5	20	R
32.29	0	Fixation	Elderly	15	9	R
36.29	5.27	Recipient	Elderly	15	9	R
41.57	0	Payoff	Elderly	15	9	R
46.46	0	Choice	Elderly	15	9	R
49.48	0	Fixation	Nurse	6	14	R
52.48	5.27	Recipient	Nurse	6	14	R
57.75	0	Payoff	Nurse	6	14	R
63.35	0	Choice	Nurse	6	14	R
66.36	0	Fixation	Irish	5	5	R
69.36	5.27	Recipient	Irish	5	5	R
74.64	0	Payoff	Irish	5	5	R
78.85	0	Choice	Irish	5	5	R
81.86	0	Fixation	Mentaldisability	14	6	R
84.86	5.27	Recipient	Mentaldisability	14	6	R
90.13	0	Payoff	Mentaldisability	14	6	R
94.58	0	Choice	Mentaldisability	14	6	R
97.59	0	Fixation	PrisonInmate	14	6	R
100.60	5.28	Recipient	PrisonInmate	14	6	R
105.87	0	Payoff	PrisonInmate	14	6	R
110.35	0	Choice	PrisonInmate	14	6	R
113.37	0	Fixation	Spanish	6	14	R
116.37	5.27	Recipient	Spanish	6	14	R
121.64	0	Payoff	Spanish	6	14	R
126.38	0	Choice	Spanish	6	14	R
129.39	0	Fixation	Arab	20	5	R
133.40	5.27	Recipient	Arab	20	5	R
138.67	0	Payoff	Arab	20	5	R
144.68	0	Choice	Arab	20	5	R
147.69	0	Fixation	British	6	14	R
150.69	5.27	Recipient	British	6	14	R
155.97	0	Payoff	British	6	14	R
161.14	0	Choice	British	6	14	R
164.15	0	Fixation	Irish	5	20	R
170.16	5.27	Recipient	Irish	5	20	R
175.43	0	Payoff	Irish	5	20	R
179.85	0	Choice	Irish	5	20	R
182.86	0	Fixation	Nurse	9	15	R
186.86	5.27	Recipient	Nurse	9	15	R
192.13	0	Payoff	Nurse	9	15	R
196.60	0	Choice	Nurse	9	15	R
199.61	0	Fixation	Nurse	14	6	R
202.62	5.27	Recipient	Nurse	14	6	R
207.89	0	Payoff	Nurse	14	6	R
212.20	0	Choice	Nurse	14	6	R
215.21	0	Fixation	Greek	5	5	R
223.21	5.27	Recipient	Greek	5	5	R
228.49	0	Payoff	Greek	5	5	R
233.08	0	Choice	Greek	5	5	R
236.09	0	Fixation	Japanese	9	15	R
239.09	5.27	Recipient	Japanese	9	15	R
244.37	0	Payoff	Japanese	9	15	R
249.10	0	Choice	Japanese	9	15	R
252.11	0	Fixation	Jewish	14	6	R
255.11	5.27	Recipient	Jewish	14	6	R
260.39	0	Payoff	Jewish	14	6	R
265.03	0	Choice	Jewish	14	6	R
268.04	0	Fixation	Olympicathlete	5	5	R
270.04	5.27	Recipient	Olympicathlete	5	5	R
275.31	0	Payoff	Olympicathlete	5	5	R
279.71	0	Choice	Olympicathlete	5	5	R
282.72	0	Fixation	Surgeon	15	15	L
285.72	5.27	Recipient	Surgeon	15	15	L
290.99	0	Payoff	Surgeon	15	15	L
295.30	0	Choice	Surgeon	15	15	L
298.31	0	Fixation	Elderly	5	5	R
301.31	5.27	Recipient	Elderly	5	5	R
306.58	0	Payoff	Elderly	5	5	R
311.27	0	Choice	Elderly	5	5	R
314.28	0	Fixation	Lawyer	9	15	R
317.28	5.27	Recipient	Lawyer	9	15	R
322.56	0	Payoff	Lawyer	9	15	R
327.88	0	Choice	Lawyer	9	15	R
330.89	0	Fixation	Welfarerecipient	15	9	R
332.89	5.27	Recipient	Welfarerecipient	15	9	R
338.16	0	Payoff	Welfarerecipient	15	9	R
342.42	0	Choice	Welfarerecipient	15	9	R
345.43	0	Fixation	Accountant	5	20	R
349.43	5.27	Recipient	Accountant	5	20	R
354.71	0	Payoff	Accountant	5	20	R
358.89	0	Choice	Accountant	5	20	R
361.90	0	Fixation	Farmer	5	20	R
364.91	5.27	Recipient	Farmer	5	20	R
370.18	0	Payoff	Farmer	5	20	R
377.33	0	Choice	Farmer	5	20	R
380.34	0	Fixation	PrisonInmate	20	5	R
384.34	5.27	Recipient	PrisonInmate	20	5	R
389.61	0	Payoff	PrisonInmate	20	5	R
394.51	0	Choice	PrisonInmate	20	5	R
397.52	0	Fixation	Farmer	5	5	R
399.52	5.27	Recipient	Farmer	5	5	R
404.79	0	Payoff	Farmer	5	5	R
410.37	0	Choice	Farmer	5	5	R
413.37	0	Fixation	PrisonInmate	5	20	R
417.38	5.27	Recipient	PrisonInmate	5	20	R
422.65	0	Payoff	PrisonInmate	5	20	R
428.43	0	Choice	PrisonInmate	5	20	R
431.44	0	Fixation	Drugaddiction	6	14	L
434.45	5.27	Recipient	Drugaddiction	6	14	L
439.72	0	Payoff	Drugaddiction	6	14	L
446.79	0	Choice	Drugaddiction	6	14	L
449.80	0	Fixation	Mentaldisability	9	15	L
452.80	5.27	Recipient	Mentaldisability	9	15	L
458.07	0	Payoff	Mentaldisability	9	15	L
462.64	0	Choice	Mentaldisability	9	15	L
465.65	0	Fixation	Japanese	15	15	L
477.66	5.27	Recipient	Japanese	15	15	L
482.93	0	Payoff	Japanese	15	15	L
487.42	0	Choice	Japanese	15	15	L
490.43	0	Fixation	Mentaldisability	15	15	L
493.43	5.27	Recipient	Mentaldisability	15	15	L
498.70	0	Payoff	Mentaldisability	15	15	L
502.90	0	Choice	Mentaldisability	15	15	L
