onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	British	5	20	R
3.01	3.54	Recipient	British	5	20	R
6.55	0	Payoff	British	5	20	R
11.97	0	Choice	British	5	20	R
14.99	0	Fixation	Welfarerecipient	15	9	R
17.00	3.54	Recipient	Welfarerecipient	15	9	R
20.53	0	Payoff	Welfarerecipient	15	9	R
24.54	0	Choice	Welfarerecipient	15	9	R
27.56	0	Fixation	Spanish	5	20	R
30.57	3.54	Recipient	Spanish	5	20	R
34.11	0	Payoff	Spanish	5	20	R
37.75	0	Choice	Spanish	5	20	R
40.77	0	Fixation	Japanese	9	15	R
43.78	3.54	Recipient	Japanese	9	15	R
47.32	0	Payoff	Japanese	9	15	R
51.66	0	Choice	Japanese	9	15	R
54.68	0	Fixation	Homeless	20	5	R
56.69	3.54	Recipient	Homeless	20	5	R
60.23	0	Payoff	Homeless	20	5	R
64.54	0	Choice	Homeless	20	5	R
67.56	0	Fixation	Surgeon	6	14	R
70.57	3.54	Recipient	Surgeon	6	14	R
74.11	0	Payoff	Surgeon	6	14	R
77.79	0	Choice	Surgeon	6	14	R
80.81	0	Fixation	Arab	15	9	R
92.82	3.54	Recipient	Arab	15	9	R
96.36	0	Payoff	Arab	15	9	R
100.77	0	Choice	Arab	15	9	R
103.79	0	Fixation	Mentaldisability	20	5	R
108.80	3.54	Recipient	Mentaldisability	20	5	R
112.34	0	Payoff	Mentaldisability	20	5	R
116.65	0	Choice	Mentaldisability	20	5	R
119.67	0	Fixation	Irish	9	15	R
122.68	3.54	Recipient	Irish	9	15	R
126.22	0	Payoff	Irish	9	15	R
130.16	0	Choice	Irish	9	15	R
133.18	0	Fixation	Lawyer	9	15	R
135.19	3.54	Recipient	Lawyer	9	15	R
138.73	0	Payoff	Lawyer	9	15	R
142.82	0	Choice	Lawyer	9	15	R
145.84	0	Fixation	Accountant	5	5	R
156.84	3.54	Recipient	Accountant	5	5	R
160.38	0	Payoff	Accountant	5	5	R
164.09	0	Choice	Accountant	5	5	R
167.10	0	Fixation	Jewish	6	14	R
179.11	3.54	Recipient	Jewish	6	14	R
182.64	0	Payoff	Jewish	6	14	R
186.20	0	Choice	Jewish	6	14	R
189.21	0	Fixation	Jewish	5	5	R
195.21	3.54	Recipient	Jewish	5	5	R
198.75	0	Payoff	Jewish	5	5	R
202.85	0	Choice	Jewish	5	5	R
