onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Olympicathlete	5	20	R
3.01	4.10	Recipient	Olympicathlete	5	20	R
7.11	0	Payoff	Olympicathlete	5	20	R
12.38	0	Choice	Olympicathlete	5	20	R
15.39	0	Fixation	Surgeon	5	5	R
20.40	4.10	Recipient	Surgeon	5	5	R
24.50	0	Payoff	Surgeon	5	5	R
28.72	0	Choice	Surgeon	5	5	R
31.73	0	Fixation	Arab	15	15	L
34.74	4.09	Recipient	Arab	15	15	L
38.83	0	Payoff	Arab	15	15	L
43.36	0	Choice	Arab	15	15	L
46.37	0	Fixation	Stay-at-homeparent	5	20	NA
49.38	4.10	Recipient	Stay-at-homeparent	5	20	NA
53.48	0	Payoff	Stay-at-homeparent	5	20	NA
61.71	0	Timeout	Stay-at-homeparent	5	20	NA
64.71	0	Fixation	Accountant	5	20	R
67.72	4.10	Recipient	Accountant	5	20	R
71.82	0	Payoff	Accountant	5	20	R
75.80	0	Choice	Accountant	5	20	R
78.82	0	Fixation	Drugaddiction	14	6	R
87.83	4.10	Recipient	Drugaddiction	14	6	R
91.93	0	Payoff	Drugaddiction	14	6	R
95.57	0	Choice	Drugaddiction	14	6	R
98.58	0	Fixation	Olympicathlete	15	9	L
100.59	4.10	Recipient	Olympicathlete	15	9	L
104.69	0	Payoff	Olympicathlete	15	9	L
108.89	0	Choice	Olympicathlete	15	9	L
111.91	0	Fixation	Spanish	6	14	R
115.92	4.10	Recipient	Spanish	6	14	R
120.02	0	Payoff	Spanish	6	14	R
124.37	0	Choice	Spanish	6	14	R
127.40	0	Fixation	Irish	15	15	L
130.40	4.10	Recipient	Irish	15	15	L
134.50	0	Payoff	Irish	15	15	L
138.73	0	Choice	Irish	15	15	L
141.74	0	Fixation	British	6	14	R
144.75	4.10	Recipient	British	6	14	R
148.84	0	Payoff	British	6	14	R
153.08	0	Choice	British	6	14	R
156.08	0	Fixation	PrisonInmate	6	14	L
159.09	4.09	Recipient	PrisonInmate	6	14	L
163.18	0	Payoff	PrisonInmate	6	14	L
167.69	0	Choice	PrisonInmate	6	14	L
170.70	0	Fixation	Stay-at-homeparent	15	9	R
173.70	4.09	Recipient	Stay-at-homeparent	15	9	R
177.80	0	Payoff	Stay-at-homeparent	15	9	R
182.96	0	Choice	Stay-at-homeparent	15	9	R
185.97	0	Fixation	Irish	5	20	R
189.98	4.09	Recipient	Irish	5	20	R
194.07	0	Payoff	Irish	5	20	R
199.66	0	Choice	Irish	5	20	R
202.67	0	Fixation	Spanish	20	5	R
205.67	4.10	Recipient	Spanish	20	5	R
209.77	0	Payoff	Spanish	20	5	R
213.97	0	Choice	Spanish	20	5	R
216.98	0	Fixation	Surgeon	14	6	R
220.98	4.09	Recipient	Surgeon	14	6	R
225.08	0	Payoff	Surgeon	14	6	R
229.57	0	Choice	Surgeon	14	6	R
232.58	0	Fixation	Drugaddiction	5	20	L
234.59	4.09	Recipient	Drugaddiction	5	20	L
238.68	0	Payoff	Drugaddiction	5	20	L
243.27	0	Choice	Drugaddiction	5	20	L
246.28	0	Fixation	Welfarerecipient	5	20	L
257.28	4.09	Recipient	Welfarerecipient	5	20	L
261.37	0	Payoff	Welfarerecipient	5	20	L
265.70	0	Choice	Welfarerecipient	5	20	L
268.71	0	Fixation	Mentaldisability	15	9	R
271.71	4.09	Recipient	Mentaldisability	15	9	R
275.81	0	Payoff	Mentaldisability	15	9	R
280.71	0	Choice	Mentaldisability	15	9	R
283.72	0	Fixation	Welfarerecipient	14	6	R
292.72	4.10	Recipient	Welfarerecipient	14	6	R
296.82	0	Payoff	Welfarerecipient	14	6	R
301.00	0	Choice	Welfarerecipient	14	6	R
304.01	0	Fixation	Arab	20	5	R
307.01	4.09	Recipient	Arab	20	5	R
311.11	0	Payoff	Arab	20	5	R
315.09	0	Choice	Arab	20	5	R
318.10	0	Fixation	Irish	14	6	R
322.10	4.10	Recipient	Irish	14	6	R
326.20	0	Payoff	Irish	14	6	R
330.21	0	Choice	Irish	14	6	R
333.22	0	Fixation	Drugaddiction	9	15	L
336.22	4.10	Recipient	Drugaddiction	9	15	L
340.32	0	Payoff	Drugaddiction	9	15	L
344.44	0	Choice	Drugaddiction	9	15	L
347.45	0	Fixation	Greek	5	5	R
350.45	4.09	Recipient	Greek	5	5	R
354.55	0	Payoff	Greek	5	5	R
358.81	0	Choice	Greek	5	5	R
361.82	0	Fixation	Drugaddiction	6	14	L
364.83	4.10	Recipient	Drugaddiction	6	14	L
368.92	0	Payoff	Drugaddiction	6	14	L
372.99	0	Choice	Drugaddiction	6	14	L
376.00	0	Fixation	Farmer	6	14	L
379.00	4.10	Recipient	Farmer	6	14	L
383.10	0	Payoff	Farmer	6	14	L
387.24	0	Choice	Farmer	6	14	L
390.25	0	Fixation	British	14	6	R
402.25	4.10	Recipient	British	14	6	R
406.34	0	Payoff	British	14	6	R
410.32	0	Choice	British	14	6	R
413.33	0	Fixation	Jewish	14	6	R
416.33	4.10	Recipient	Jewish	14	6	R
420.43	0	Payoff	Jewish	14	6	R
424.44	0	Choice	Jewish	14	6	R
427.45	0	Fixation	Japanese	15	9	R
434.45	4.09	Recipient	Japanese	15	9	R
438.55	0	Payoff	Japanese	15	9	R
442.69	0	Choice	Japanese	15	9	R
445.70	0	Fixation	Accountant	15	9	L
452.70	4.09	Recipient	Accountant	15	9	L
456.80	0	Payoff	Accountant	15	9	L
461.39	0	Choice	Accountant	15	9	L
464.40	0	Fixation	Mentaldisability	9	15	L
466.40	4.10	Recipient	Mentaldisability	9	15	L
470.50	0	Payoff	Mentaldisability	9	15	L
474.32	0	Choice	Mentaldisability	9	15	L
477.33	0	Fixation	Nurse	5	20	L
479.34	4.09	Recipient	Nurse	5	20	L
483.43	0	Payoff	Nurse	5	20	L
489.30	0	Choice	Nurse	5	20	L
492.31	0	Fixation	Greek	5	20	R
502.31	4.09	Recipient	Greek	5	20	R
506.40	0	Payoff	Greek	5	20	R
510.41	0	Choice	Greek	5	20	R
513.42	0	Fixation	Irish	6	14	R
515.43	4.09	Recipient	Irish	6	14	R
519.52	0	Payoff	Irish	6	14	R
523.63	0	Choice	Irish	6	14	R
526.64	0	Fixation	Mentaldisability	15	15	L
529.65	4.09	Recipient	Mentaldisability	15	15	L
533.74	0	Payoff	Mentaldisability	15	15	L
537.66	0	Choice	Mentaldisability	15	15	L
540.67	0	Fixation	Arab	6	14	L
548.67	4.10	Recipient	Arab	6	14	L
552.77	0	Payoff	Arab	6	14	L
556.70	0	Choice	Arab	6	14	L
559.71	0	Fixation	Japanese	15	15	L
568.72	4.09	Recipient	Japanese	15	15	L
572.81	0	Payoff	Japanese	15	15	L
