onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Jewish	9	15	R
2.01	3.36	Recipient	Jewish	9	15	R
5.37	0	Payoff	Jewish	9	15	R
11.41	0	Choice	Jewish	9	15	R
14.43	0	Fixation	Lawyer	5	5	R
16.43	3.37	Recipient	Lawyer	5	5	R
19.80	0	Payoff	Lawyer	5	5	R
25.35	0	Choice	Lawyer	5	5	R
28.37	0	Fixation	Homeless	14	6	R
31.38	3.36	Recipient	Homeless	14	6	R
34.73	0	Payoff	Homeless	14	6	R
40.12	0	Choice	Homeless	14	6	R
43.14	0	Fixation	Mentaldisability	5	20	R
47.15	3.36	Recipient	Mentaldisability	5	20	R
50.50	0	Payoff	Mentaldisability	5	20	R
56.47	0	Choice	Mentaldisability	5	20	R
59.49	0	Fixation	Lawyer	5	20	R
62.50	3.36	Recipient	Lawyer	5	20	R
65.85	0	Payoff	Lawyer	5	20	R
71.56	0	Choice	Lawyer	5	20	R
74.57	0	Fixation	Stay-at-homeparent	14	6	R
77.58	3.36	Recipient	Stay-at-homeparent	14	6	R
80.94	0	Payoff	Stay-at-homeparent	14	6	R
86.24	0	Choice	Stay-at-homeparent	14	6	R
89.26	0	Fixation	Drugaddiction	9	15	R
96.27	3.36	Recipient	Drugaddiction	9	15	R
99.63	0	Payoff	Drugaddiction	9	15	R
105.68	0	Choice	Drugaddiction	9	15	R
108.69	0	Fixation	Welfarerecipient	6	14	R
112.70	3.36	Recipient	Welfarerecipient	6	14	R
116.06	0	Payoff	Welfarerecipient	6	14	R
121.37	0	Choice	Welfarerecipient	6	14	R
124.38	0	Fixation	Stay-at-homeparent	20	5	R
129.39	3.36	Recipient	Stay-at-homeparent	20	5	R
132.75	0	Payoff	Stay-at-homeparent	20	5	R
137.98	0	Choice	Stay-at-homeparent	20	5	R
141.00	0	Fixation	Greek	14	6	R
144.01	3.35	Recipient	Greek	14	6	R
147.37	0	Payoff	Greek	14	6	R
153.85	0	Choice	Greek	14	6	R
156.86	0	Fixation	Jewish	5	20	R
161.86	3.35	Recipient	Jewish	5	20	R
165.21	0	Payoff	Jewish	5	20	R
170.99	0	Choice	Jewish	5	20	R
174.00	0	Fixation	Farmer	5	20	R
176.00	3.36	Recipient	Farmer	5	20	R
179.36	0	Payoff	Farmer	5	20	R
184.95	0	Choice	Farmer	5	20	R
187.96	0	Fixation	Arab	20	5	R
194.96	3.35	Recipient	Arab	20	5	R
198.32	0	Payoff	Arab	20	5	R
204.95	0	Choice	Arab	20	5	R
207.96	0	Fixation	Welfarerecipient	9	15	R
216.96	3.36	Recipient	Welfarerecipient	9	15	R
220.32	0	Payoff	Welfarerecipient	9	15	R
225.49	0	Choice	Welfarerecipient	9	15	R
228.50	0	Fixation	Homeless	9	15	L
231.50	3.35	Recipient	Homeless	9	15	L
234.85	0	Payoff	Homeless	9	15	L
240.71	0	Choice	Homeless	9	15	L
243.72	0	Fixation	Lawyer	9	15	R
247.72	3.36	Recipient	Lawyer	9	15	R
251.08	0	Payoff	Lawyer	9	15	R
256.53	0	Choice	Lawyer	9	15	R
259.54	0	Fixation	Nurse	14	6	R
265.54	3.36	Recipient	Nurse	14	6	R
268.90	0	Payoff	Nurse	14	6	R
274.25	0	Choice	Nurse	14	6	R
277.26	0	Fixation	Elderly	15	9	R
279.26	3.35	Recipient	Elderly	15	9	R
282.62	0	Payoff	Elderly	15	9	R
288.86	0	Choice	Elderly	15	9	R
291.87	0	Fixation	PrisonInmate	15	15	L
293.88	3.35	Recipient	PrisonInmate	15	15	L
297.23	0	Payoff	PrisonInmate	15	15	L
302.39	0	Choice	PrisonInmate	15	15	L
305.40	0	Fixation	Stay-at-homeparent	15	15	L
309.40	3.36	Recipient	Stay-at-homeparent	15	15	L
312.76	0	Payoff	Stay-at-homeparent	15	15	L
318.29	0	Choice	Stay-at-homeparent	15	15	L
321.30	0	Fixation	British	6	14	R
323.31	3.35	Recipient	British	6	14	R
326.66	0	Payoff	British	6	14	R
331.85	0	Choice	British	6	14	R
334.86	0	Fixation	Greek	15	15	L
337.86	3.36	Recipient	Greek	15	15	L
341.22	0	Payoff	Greek	15	15	L
346.48	0	Choice	Greek	15	15	L
349.49	0	Fixation	Homeless	6	14	L
353.50	3.35	Recipient	Homeless	6	14	L
356.85	0	Payoff	Homeless	6	14	L
362.67	0	Choice	Homeless	6	14	L
365.68	0	Fixation	Accountant	5	20	R
369.69	3.36	Recipient	Accountant	5	20	R
373.04	0	Payoff	Accountant	5	20	R
378.34	0	Choice	Accountant	5	20	R
381.35	0	Fixation	Lawyer	6	14	R
384.36	3.35	Recipient	Lawyer	6	14	R
387.71	0	Payoff	Lawyer	6	14	R
392.97	0	Choice	Lawyer	6	14	R
395.98	0	Fixation	Japanese	5	5	R
399.98	3.35	Recipient	Japanese	5	5	R
403.34	0	Payoff	Japanese	5	5	R
408.73	0	Choice	Japanese	5	5	R
411.74	0	Fixation	Elderly	6	14	R
422.74	3.35	Recipient	Elderly	6	14	R
426.10	0	Payoff	Elderly	6	14	R
431.28	0	Choice	Elderly	6	14	R
434.29	0	Fixation	Surgeon	14	6	R
437.29	3.35	Recipient	Surgeon	14	6	R
440.64	0	Payoff	Surgeon	14	6	R
446.89	0	Choice	Surgeon	14	6	R
449.90	0	Fixation	Spanish	14	6	R
451.90	3.36	Recipient	Spanish	14	6	R
455.25	0	Payoff	Spanish	14	6	R
460.79	0	Choice	Spanish	14	6	R
463.80	0	Fixation	PrisonInmate	6	14	R
465.80	3.36	Recipient	PrisonInmate	6	14	R
469.16	0	Payoff	PrisonInmate	6	14	R
475.20	0	Choice	PrisonInmate	6	14	R
478.21	0	Fixation	Arab	9	15	R
489.21	3.35	Recipient	Arab	9	15	R
492.57	0	Payoff	Arab	9	15	R
497.86	0	Choice	Arab	9	15	R
500.87	0	Fixation	Elderly	5	5	R
503.87	3.36	Recipient	Elderly	5	5	R
507.23	0	Payoff	Elderly	5	5	R
512.50	0	Choice	Elderly	5	5	R
