onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Lawyer	20	5	L
3.01	3.75	Recipient	Lawyer	20	5	L
6.76	0	Payoff	Lawyer	20	5	L
12.31	0	Choice	Lawyer	20	5	L
15.33	0	Fixation	Homeless	15	9	R
17.33	3.75	Recipient	Homeless	15	9	R
21.09	0	Payoff	Homeless	15	9	R
26.85	0	Choice	Homeless	15	9	R
29.87	0	Fixation	British	15	15	L
33.88	3.75	Recipient	British	15	15	L
37.63	0	Payoff	British	15	15	L
43.23	0	Choice	British	15	15	L
46.25	0	Fixation	Nurse	5	5	R
49.25	3.74	Recipient	Nurse	5	5	R
53.00	0	Payoff	Nurse	5	5	R
58.52	0	Choice	Nurse	5	5	R
61.54	0	Fixation	Surgeon	9	15	R
73.55	3.75	Recipient	Surgeon	9	15	R
77.30	0	Payoff	Surgeon	9	15	R
83.05	0	Choice	Surgeon	9	15	R
86.06	0	Fixation	Nurse	9	15	R
88.07	3.74	Recipient	Nurse	9	15	R
91.81	0	Payoff	Nurse	9	15	R
97.46	0	Choice	Nurse	9	15	R
100.49	0	Fixation	Irish	15	15	L
102.50	3.75	Recipient	Irish	15	15	L
106.24	0	Payoff	Irish	15	15	L
111.83	0	Choice	Irish	15	15	L
114.85	0	Fixation	British	14	6	R
116.86	3.74	Recipient	British	14	6	R
120.60	0	Payoff	British	14	6	R
126.07	0	Choice	British	14	6	R
129.08	0	Fixation	Greek	15	15	L
133.09	3.74	Recipient	Greek	15	15	L
136.84	0	Payoff	Greek	15	15	L
142.29	0	Choice	Greek	15	15	L
145.31	0	Fixation	Irish	15	9	R
148.32	3.74	Recipient	Irish	15	9	R
152.07	0	Payoff	Irish	15	9	R
157.63	0	Choice	Irish	15	9	R
160.65	0	Fixation	Irish	5	5	R
162.65	3.74	Recipient	Irish	5	5	R
166.40	0	Payoff	Irish	5	5	R
173.04	0	Choice	Irish	5	5	R
176.05	0	Fixation	Drugaddiction	6	14	R
180.05	3.74	Recipient	Drugaddiction	6	14	R
183.79	0	Payoff	Drugaddiction	6	14	R
189.94	0	Choice	Drugaddiction	6	14	R
192.94	0	Fixation	Spanish	9	15	R
199.95	3.74	Recipient	Spanish	9	15	R
203.69	0	Payoff	Spanish	9	15	R
209.17	0	Choice	Spanish	9	15	R
212.18	0	Fixation	Stay-at-homeparent	20	5	R
222.18	3.75	Recipient	Stay-at-homeparent	20	5	R
225.93	0	Payoff	Stay-at-homeparent	20	5	R
232.32	0	Choice	Stay-at-homeparent	20	5	R
235.34	0	Fixation	Drugaddiction	5	5	L
238.34	3.75	Recipient	Drugaddiction	5	5	L
242.09	0	Payoff	Drugaddiction	5	5	L
247.91	0	Choice	Drugaddiction	5	5	L
250.92	0	Fixation	Jewish	15	15	L
