onset	duration	event_type	recipient	selfpay	recipientpay	button
0.00	0	Fixation	Lawyer	15	9	L
5.01	4.39	Recipient	Lawyer	15	9	L
9.39	0	Payoff	Lawyer	15	9	L
14.75	0	Choice	Lawyer	15	9	L
17.77	0	Fixation	Olympicathlete	5	20	R
21.78	4.38	Recipient	Olympicathlete	5	20	R
26.16	0	Payoff	Olympicathlete	5	20	R
31.47	0	Choice	Olympicathlete	5	20	R
34.50	0	Fixation	Welfarerecipient	15	15	L
36.51	4.39	Recipient	Welfarerecipient	15	15	L
40.89	0	Payoff	Welfarerecipient	15	15	L
45.71	0	Choice	Welfarerecipient	15	15	L
48.72	0	Fixation	Nurse	5	5	R
51.73	4.38	Recipient	Nurse	5	5	R
56.11	0	Payoff	Nurse	5	5	R
61.98	0	Choice	Nurse	5	5	R
65.00	0	Fixation	Accountant	6	14	R
68.01	4.38	Recipient	Accountant	6	14	R
72.40	0	Payoff	Accountant	6	14	R
78.20	0	Choice	Accountant	6	14	R
81.22	0	Fixation	Nurse	20	5	R
91.23	4.38	Recipient	Nurse	20	5	R
95.61	0	Payoff	Nurse	20	5	R
101.55	0	Choice	Nurse	20	5	R
104.56	0	Fixation	Surgeon	15	15	L
107.57	4.38	Recipient	Surgeon	15	15	L
111.96	0	Payoff	Surgeon	15	15	L
117.26	0	Choice	Surgeon	15	15	L
120.28	0	Fixation	Japanese	5	20	R
126.29	4.38	Recipient	Japanese	5	20	R
130.67	0	Payoff	Japanese	5	20	R
136.50	0	Choice	Japanese	5	20	R
139.51	0	Fixation	Nurse	15	9	L
141.52	4.38	Recipient	Nurse	15	9	L
145.91	0	Payoff	Nurse	15	9	L
152.21	0	Choice	Nurse	15	9	L
155.23	0	Fixation	Irish	15	9	L
157.24	4.38	Recipient	Irish	15	9	L
161.62	0	Payoff	Irish	15	9	L
167.05	0	Choice	Irish	15	9	L
170.05	0	Fixation	Farmer	5	20	R
174.06	4.38	Recipient	Farmer	5	20	R
178.44	0	Payoff	Farmer	5	20	R
184.65	0	Choice	Farmer	5	20	R
187.66	0	Fixation	Elderly	6	14	R
191.67	4.38	Recipient	Elderly	6	14	R
196.05	0	Payoff	Elderly	6	14	R
201.57	0	Choice	Elderly	6	14	R
204.58	0	Fixation	PrisonInmate	15	9	L
206.58	4.38	Recipient	PrisonInmate	15	9	L
210.96	0	Payoff	PrisonInmate	15	9	L
215.88	0	Choice	PrisonInmate	15	9	L
218.89	0	Fixation	Jewish	5	5	R
229.90	4.38	Recipient	Jewish	5	5	R
234.28	0	Payoff	Jewish	5	5	R
239.73	0	Choice	Jewish	5	5	R
242.74	0	Fixation	Homeless	15	15	L
246.75	4.38	Recipient	Homeless	15	15	L
251.13	0	Payoff	Homeless	15	15	L
256.64	0	Choice	Homeless	15	15	L
259.65	0	Fixation	Arab	9	15	R
265.65	4.38	Recipient	Arab	9	15	R
270.03	0	Payoff	Arab	9	15	R
275.95	0	Choice	Arab	9	15	R
278.96	0	Fixation	Irish	20	5	R
282.96	4.39	Recipient	Irish	20	5	R
287.35	0	Payoff	Irish	20	5	R
294.38	0	Choice	Irish	20	5	R
297.39	0	Fixation	PrisonInmate	15	15	R
309.39	4.38	Recipient	PrisonInmate	15	15	R
313.78	0	Payoff	PrisonInmate	15	15	R
320.18	0	Choice	PrisonInmate	15	15	R
323.19	0	Fixation	Irish	6	14	R
326.20	4.38	Recipient	Irish	6	14	R
330.58	0	Payoff	Irish	6	14	R
335.99	0	Choice	Irish	6	14	R
339.00	0	Fixation	Surgeon	5	5	R
342.00	4.38	Recipient	Surgeon	5	5	R
346.39	0	Payoff	Surgeon	5	5	R
352.08	0	Choice	Surgeon	5	5	R
355.09	0	Fixation	Welfarerecipient	14	6	R
