onset	duration	event_type	recipient	selfpay	recipientpay	button
0.00	0	Fixation	Accountant	15	9	L
3.01	4.32	Recipient	Accountant	15	9	L
7.33	0	Payoff	Accountant	15	9	L
14.04	0	Choice	Accountant	15	9	L
17.05	0	Fixation	Elderly	15	15	L
20.06	4.32	Recipient	Elderly	15	15	L
24.38	0	Payoff	Elderly	15	15	L
31.04	0	Choice	Elderly	15	15	L
34.06	0	Fixation	Arab	20	5	R
37.07	4.32	Recipient	Arab	20	5	R
41.39	0	Payoff	Arab	20	5	R
48.66	0	Choice	Arab	20	5	R
51.68	0	Fixation	Spanish	9	15	L
53.69	4.31	Recipient	Spanish	9	15	L
58.00	0	Payoff	Spanish	9	15	L
64.26	0	Choice	Spanish	9	15	L
67.29	0	Fixation	Irish	5	20	L
76.29	4.31	Recipient	Irish	5	20	L
80.61	0	Payoff	Irish	5	20	L
88.60	0	Choice	Irish	5	20	L
91.63	0	Fixation	Stay-at-homeparent	5	5	R
94.63	4.32	Recipient	Stay-at-homeparent	5	5	R
98.96	0	Payoff	Stay-at-homeparent	5	5	R
105.53	0	Choice	Stay-at-homeparent	5	5	R
108.54	0	Fixation	Irish	14	6	R
111.55	4.31	Recipient	Irish	14	6	R
115.86	0	Payoff	Irish	14	6	R
123.39	0	Choice	Irish	14	6	R
126.41	0	Fixation	Japanese	15	9	L
135.42	4.32	Recipient	Japanese	15	9	L
139.73	0	Payoff	Japanese	15	9	L
146.31	0	Choice	Japanese	15	9	L
149.33	0	Fixation	Drugaddiction	5	20	R
151.34	4.32	Recipient	Drugaddiction	5	20	R
155.66	0	Payoff	Drugaddiction	5	20	R
162.08	0	Choice	Drugaddiction	5	20	R
165.10	0	Fixation	Welfarerecipient	9	15	L
168.10	4.31	Recipient	Welfarerecipient	9	15	L
172.41	0	Payoff	Welfarerecipient	9	15	L
179.17	0	Choice	Welfarerecipient	9	15	L
182.18	0	Fixation	Spanish	5	20	R
184.18	4.31	Recipient	Spanish	5	20	R
