onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Jewish	20	5	L
2.01	2.86	Recipient	Jewish	20	5	L
4.87	0	Payoff	Jewish	20	5	L
8.71	0	Choice	Jewish	20	5	L
11.72	0	Fixation	Drugaddiction	20	5	L
15.72	2.86	Recipient	Drugaddiction	20	5	L
18.58	0	Payoff	Drugaddiction	20	5	L
22.44	0	Choice	Drugaddiction	20	5	L
25.45	0	Fixation	Stay-at-homeparent	15	15	L
27.46	2.86	Recipient	Stay-at-homeparent	15	15	L
30.32	0	Payoff	Stay-at-homeparent	15	15	L
34.20	0	Choice	Stay-at-homeparent	15	15	L
37.21	0	Fixation	Mentaldisability	5	20	R
47.22	2.86	Recipient	Mentaldisability	5	20	R
50.08	0	Payoff	Mentaldisability	5	20	R
54.28	0	Choice	Mentaldisability	5	20	R
57.29	0	Fixation	Surgeon	14	6	R
60.29	2.86	Recipient	Surgeon	14	6	R
63.15	0	Payoff	Surgeon	14	6	R
66.99	0	Choice	Surgeon	14	6	R
70.00	0	Fixation	British	14	6	R
73.00	2.86	Recipient	British	14	6	R
75.86	0	Payoff	British	14	6	R
79.79	0	Choice	British	14	6	R
82.80	0	Fixation	Elderly	9	15	L
84.81	2.86	Recipient	Elderly	9	15	L
87.67	0	Payoff	Elderly	9	15	L
91.50	0	Choice	Elderly	9	15	L
94.51	0	Fixation	Jewish	9	15	L
97.51	2.86	Recipient	Jewish	9	15	L
100.37	0	Payoff	Jewish	9	15	L
104.16	0	Choice	Jewish	9	15	L
107.17	0	Fixation	Surgeon	15	9	L
109.18	2.86	Recipient	Surgeon	15	9	L
112.04	0	Payoff	Surgeon	15	9	L
116.08	0	Choice	Surgeon	15	9	L
119.09	0	Fixation	Drugaddiction	15	9	L
122.10	2.86	Recipient	Drugaddiction	15	9	L
124.96	0	Payoff	Drugaddiction	15	9	L
128.90	0	Choice	Drugaddiction	15	9	L
131.91	0	Fixation	Nurse	6	14	R
134.92	2.86	Recipient	Nurse	6	14	R
137.78	0	Payoff	Nurse	6	14	R
142.08	0	Choice	Nurse	6	14	R
145.09	0	Fixation	PrisonInmate	9	15	L
149.09	2.86	Recipient	PrisonInmate	9	15	L
151.96	0	Payoff	PrisonInmate	9	15	L
155.89	0	Choice	PrisonInmate	9	15	L
158.90	0	Fixation	Spanish	15	9	L
166.90	2.86	Recipient	Spanish	15	9	L
