onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Japanese	14	6	R
2.01	4.61	Recipient	Japanese	14	6	R
6.62	0	Payoff	Japanese	14	6	R
11.84	0	Choice	Japanese	14	6	R
14.85	0	Fixation	Homeless	15	9	L
17.86	4.61	Recipient	Homeless	15	9	L
22.47	0	Payoff	Homeless	15	9	L
27.66	0	Choice	Homeless	15	9	L
30.67	0	Fixation	British	15	9	R
36.68	4.61	Recipient	British	15	9	R
41.29	0	Payoff	British	15	9	R
46.61	0	Choice	British	15	9	R
49.62	0	Fixation	Olympicathlete	15	15	L
52.63	4.61	Recipient	Olympicathlete	15	15	L
57.24	0	Payoff	Olympicathlete	15	15	L
63.09	0	Choice	Olympicathlete	15	15	L
66.10	0	Fixation	Homeless	5	5	L
70.10	4.61	Recipient	Homeless	5	5	L
74.71	0	Payoff	Homeless	5	5	L
81.51	0	Choice	Homeless	5	5	L
84.53	0	Fixation	Japanese	6	14	R
87.53	4.61	Recipient	Japanese	6	14	R
92.14	0	Payoff	Japanese	6	14	R
97.56	0	Choice	Japanese	6	14	R
100.57	0	Fixation	Irish	14	6	R
103.58	4.61	Recipient	Irish	14	6	R
108.19	0	Payoff	Irish	14	6	R
113.59	0	Choice	Irish	14	6	R
116.60	0	Fixation	Drugaddiction	15	15	R
118.61	4.61	Recipient	Drugaddiction	15	15	R
123.22	0	Payoff	Drugaddiction	15	15	R
128.44	0	Choice	Drugaddiction	15	15	R
131.46	0	Fixation	Jewish	6	14	R
139.46	4.61	Recipient	Jewish	6	14	R
144.07	0	Payoff	Jewish	6	14	R
149.33	0	Choice	Jewish	6	14	R
152.34	0	Fixation	Surgeon	6	14	L
155.35	4.61	Recipient	Surgeon	6	14	L
159.96	0	Payoff	Surgeon	6	14	L
165.57	0	Choice	Surgeon	6	14	L
168.59	0	Fixation	Elderly	9	15	R
171.59	4.61	Recipient	Elderly	9	15	R
176.20	0	Payoff	Elderly	9	15	R
181.48	0	Choice	Elderly	9	15	R
184.49	0	Fixation	Homeless	20	5	L
196.50	4.61	Recipient	Homeless	20	5	L
201.11	0	Payoff	Homeless	20	5	L
206.48	0	Choice	Homeless	20	5	L
209.50	0	Fixation	British	15	15	R
215.50	4.61	Recipient	British	15	15	R
220.11	0	Payoff	British	15	15	R
225.59	0	Choice	British	15	15	R
228.60	0	Fixation	Lawyer	20	5	R
238.61	4.61	Recipient	Lawyer	20	5	R
243.22	0	Payoff	Lawyer	20	5	R
248.91	0	Choice	Lawyer	20	5	R
251.92	0	Fixation	Mentaldisability	15	15	R
260.92	4.61	Recipient	Mentaldisability	15	15	R
265.53	0	Payoff	Mentaldisability	15	15	R
270.71	0	Choice	Mentaldisability	15	15	R
273.72	0	Fixation	Stay-at-homeparent	5	20	R
275.73	4.61	Recipient	Stay-at-homeparent	5	20	R
280.33	0	Payoff	Stay-at-homeparent	5	20	R
285.72	0	Choice	Stay-at-homeparent	5	20	R
288.73	0	Fixation	Farmer	5	5	R
300.74	4.61	Recipient	Farmer	5	5	R
305.34	0	Payoff	Farmer	5	5	R
310.60	0	Choice	Farmer	5	5	R
313.62	0	Fixation	Farmer	15	15	L
316.62	4.61	Recipient	Farmer	15	15	L
321.23	0	Payoff	Farmer	15	15	L
326.57	0	Choice	Farmer	15	15	L
329.58	0	Fixation	Spanish	9	15	R
331.59	4.61	Recipient	Spanish	9	15	R
336.19	0	Payoff	Spanish	9	15	R
341.68	0	Choice	Spanish	9	15	R
344.69	0	Fixation	Greek	15	9	R
356.70	4.61	Recipient	Greek	15	9	R
361.31	0	Payoff	Greek	15	9	R
366.48	0	Choice	Greek	15	9	R
369.49	0	Fixation	Elderly	6	14	R
381.49	4.61	Recipient	Elderly	6	14	R
386.10	0	Payoff	Elderly	6	14	R
391.75	0	Choice	Elderly	6	14	R
394.77	0	Fixation	Japanese	15	9	R
397.77	4.61	Recipient	Japanese	15	9	R
402.38	0	Payoff	Japanese	15	9	R
407.58	0	Choice	Japanese	15	9	R
410.58	0	Fixation	Arab	15	9	R
412.59	4.61	Recipient	Arab	15	9	R
417.19	0	Payoff	Arab	15	9	R
422.45	0	Choice	Arab	15	9	R
425.46	0	Fixation	Jewish	14	6	R
434.46	4.61	Recipient	Jewish	14	6	R
439.07	0	Payoff	Jewish	14	6	R
444.35	0	Choice	Jewish	14	6	R
447.36	0	Fixation	PrisonInmate	15	9	L
450.36	4.61	Recipient	PrisonInmate	15	9	L
454.97	0	Payoff	PrisonInmate	15	9	L
460.12	0	Choice	PrisonInmate	15	9	L
463.13	0	Fixation	Spanish	15	15	R
470.13	4.61	Recipient	Spanish	15	15	R
474.74	0	Payoff	Spanish	15	15	R
480.35	0	Choice	Spanish	15	15	R
483.36	0	Fixation	Accountant	5	5	R
486.36	4.61	Recipient	Accountant	5	5	R
490.97	0	Payoff	Accountant	5	5	R
496.30	0	Choice	Accountant	5	5	R
499.31	0	Fixation	Stay-at-homeparent	15	15	R
511.31	4.61	Recipient	Stay-at-homeparent	15	15	R
515.92	0	Payoff	Stay-at-homeparent	15	15	R
521.11	0	Choice	Stay-at-homeparent	15	15	R
524.12	0	Fixation	Nurse	20	5	R
527.12	4.61	Recipient	Nurse	20	5	R
531.73	0	Payoff	Nurse	20	5	R
537.19	0	Choice	Nurse	20	5	R
540.20	0	Fixation	Farmer	5	20	R
546.21	4.61	Recipient	Farmer	5	20	R
550.81	0	Payoff	Farmer	5	20	R
556.39	0	Choice	Farmer	5	20	R
559.40	0	Fixation	Lawyer	5	5	R
563.41	4.61	Recipient	Lawyer	5	5	R
568.01	0	Payoff	Lawyer	5	5	R
573.28	0	Choice	Lawyer	5	5	R
576.29	0	Fixation	Olympicathlete	9	15	L
585.29	4.61	Recipient	Olympicathlete	9	15	L
589.90	0	Payoff	Olympicathlete	9	15	L
595.08	0	Choice	Olympicathlete	9	15	L
598.09	0	Fixation	Spanish	6	14	R
601.10	4.61	Recipient	Spanish	6	14	R
605.70	0	Payoff	Spanish	6	14	R
612.19	0	Choice	Spanish	6	14	R
615.20	0	Fixation	Irish	15	15	R
618.21	4.61	Recipient	Irish	15	15	R
622.81	0	Payoff	Irish	15	15	R
628.02	0	Choice	Irish	15	15	R
631.03	0	Fixation	Drugaddiction	9	15	R
634.04	4.61	Recipient	Drugaddiction	9	15	R
638.64	0	Payoff	Drugaddiction	9	15	R
643.86	0	Choice	Drugaddiction	9	15	R
646.87	0	Fixation	Elderly	5	20	R
655.87	4.61	Recipient	Elderly	5	20	R
660.48	0	Payoff	Elderly	5	20	R
665.79	0	Choice	Elderly	5	20	R
668.80	0	Fixation	PrisonInmate	5	5	R
671.81	4.61	Recipient	PrisonInmate	5	5	R
676.41	0	Payoff	PrisonInmate	5	5	R
683.47	0	Choice	PrisonInmate	5	5	R
686.48	0	Fixation	Lawyer	5	20	L
689.49	4.61	Recipient	Lawyer	5	20	L
694.09	0	Payoff	Lawyer	5	20	L
699.33	0	Choice	Lawyer	5	20	L
702.34	0	Fixation	Japanese	20	5	R
709.35	4.61	Recipient	Japanese	20	5	R
713.96	0	Payoff	Japanese	20	5	R
719.34	0	Choice	Japanese	20	5	R
722.35	0	Fixation	Nurse	15	15	L
727.35	4.61	Recipient	Nurse	15	15	L
731.96	0	Payoff	Nurse	15	15	L
738.40	0	Choice	Nurse	15	15	L
741.41	0	Fixation	PrisonInmate	5	20	R
746.42	4.61	Recipient	PrisonInmate	5	20	R
751.03	0	Payoff	PrisonInmate	5	20	R
756.31	0	Choice	PrisonInmate	5	20	R
759.32	0	Fixation	Mentaldisability	20	5	R
762.32	4.61	Recipient	Mentaldisability	20	5	R
766.93	0	Payoff	Mentaldisability	20	5	R
772.04	0	Choice	Mentaldisability	20	5	R
775.05	0	Fixation	Welfarerecipient	5	20	R
778.05	4.61	Recipient	Welfarerecipient	5	20	R
782.66	0	Payoff	Welfarerecipient	5	20	R
788.60	0	Choice	Welfarerecipient	5	20	R
791.61	0	Fixation	Arab	14	6	R
794.62	4.61	Recipient	Arab	14	6	R
799.23	0	Payoff	Arab	14	6	R
804.64	0	Choice	Arab	14	6	R
807.65	0	Fixation	Drugaddiction	6	14	R
810.65	4.61	Recipient	Drugaddiction	6	14	R
815.26	0	Payoff	Drugaddiction	6	14	R
820.90	0	Choice	Drugaddiction	6	14	R
823.92	0	Fixation	PrisonInmate	20	5	L
826.92	4.61	Recipient	PrisonInmate	20	5	L
831.53	0	Payoff	PrisonInmate	20	5	L
836.84	0	Choice	PrisonInmate	20	5	L
839.85	0	Fixation	Homeless	9	15	R
842.85	4.61	Recipient	Homeless	9	15	R
847.46	0	Payoff	Homeless	9	15	R
852.75	0	Choice	Homeless	9	15	R
855.76	0	Fixation	British	6	14	R
858.76	4.61	Recipient	British	6	14	R
863.37	0	Payoff	British	6	14	R
868.55	0	Choice	British	6	14	R
871.56	0	Fixation	Lawyer	9	15	L
875.56	4.61	Recipient	Lawyer	9	15	L
880.17	0	Payoff	Lawyer	9	15	L
885.34	0	Choice	Lawyer	9	15	L
888.35	0	Fixation	Farmer	14	6	R
891.35	4.61	Recipient	Farmer	14	6	R
895.96	0	Payoff	Farmer	14	6	R
901.40	0	Choice	Farmer	14	6	R
904.41	0	Fixation	Surgeon	15	15	L
907.42	4.61	Recipient	Surgeon	15	15	L
912.03	0	Payoff	Surgeon	15	15	L
917.30	0	Choice	Surgeon	15	15	L
