onset	duration	event_type	recipient	selfpay	recipientpay	button
0.00	0	Fixation	Olympicathlete	5	20	L
3.01	3.60	Recipient	Olympicathlete	5	20	L
6.61	0	Payoff	Olympicathlete	5	20	L
10.13	0	Choice	Olympicathlete	5	20	L
13.14	0	Fixation	Surgeon	20	5	NA
15.14	3.60	Recipient	Surgeon	20	5	NA
18.75	0	Payoff	Surgeon	20	5	NA
26.81	0	Timeout	Surgeon	20	5	NA
29.82	0	Fixation	Accountant	5	5	R
36.82	3.60	Recipient	Accountant	5	5	R
40.42	0	Payoff	Accountant	5	5	R
44.27	0	Choice	Accountant	5	5	R
47.29	0	Fixation	Drugaddiction	15	15	R
50.29	3.60	Recipient	Drugaddiction	15	15	R
53.90	0	Payoff	Drugaddiction	15	15	R
57.35	0	Choice	Drugaddiction	15	15	R
60.37	0	Fixation	Farmer	14	6	L
63.38	3.60	Recipient	Farmer	14	6	L
66.97	0	Payoff	Farmer	14	6	L
70.58	0	Choice	Farmer	14	6	L
73.61	0	Fixation	Arab	15	9	R
76.62	3.60	Recipient	Arab	15	9	R
80.21	0	Payoff	Arab	15	9	R
84.26	0	Choice	Arab	15	9	R
87.28	0	Fixation	British	6	14	R
91.29	3.60	Recipient	British	6	14	R
94.89	0	Payoff	British	6	14	R
99.56	0	Choice	British	6	14	R
102.59	0	Fixation	Irish	9	15	R
107.59	3.60	Recipient	Irish	9	15	R
111.19	0	Payoff	Irish	9	15	R
115.32	0	Choice	Irish	9	15	R
118.34	0	Fixation	Nurse	6	14	L
121.35	3.60	Recipient	Nurse	6	14	L
124.95	0	Payoff	Nurse	6	14	L
129.84	0	Choice	Nurse	6	14	L
132.86	0	Fixation	Olympicathlete	5	5	R
134.86	3.60	Recipient	Olympicathlete	5	5	R
138.46	0	Payoff	Olympicathlete	5	5	R
142.57	0	Choice	Olympicathlete	5	5	R
145.58	0	Fixation	British	5	5	R
147.59	3.60	Recipient	British	5	5	R
151.18	0	Payoff	British	5	5	R
156.07	0	Choice	British	5	5	R
159.08	0	Fixation	Accountant	15	15	L
162.08	3.60	Recipient	Accountant	15	15	L
165.68	0	Payoff	Accountant	15	15	L
