onset	duration	event_type	recipient	selfpay	recipientpay	button
0.00	0	Fixation	Lawyer	9	15	L
2.01	3.61	Recipient	Lawyer	9	15	L
5.62	0	Payoff	Lawyer	9	15	L
11.35	0	Choice	Lawyer	9	15	L
14.36	0	Fixation	Accountant	20	5	R
21.37	3.61	Recipient	Accountant	20	5	R
24.98	0	Payoff	Accountant	20	5	R
29.31	0	Choice	Accountant	20	5	R
32.32	0	Fixation	Homeless	9	15	R
35.32	3.61	Recipient	Homeless	9	15	R
38.94	0	Payoff	Homeless	9	15	R
45.64	0	Choice	Homeless	9	15	R
48.65	0	Fixation	Stay-at-homeparent	20	5	NA
52.65	3.61	Recipient	Stay-at-homeparent	20	5	NA
56.26	0	Payoff	Stay-at-homeparent	20	5	NA
65.25	0	Timeout	Stay-at-homeparent	20	5	NA
68.25	0	Fixation	Spanish	9	15	R
71.25	3.61	Recipient	Spanish	9	15	R
74.87	0	Payoff	Spanish	9	15	R
79.59	0	Choice	Spanish	9	15	R
82.60	0	Fixation	Arab	20	5	R
87.60	3.61	Recipient	Arab	20	5	R
91.21	0	Payoff	Arab	20	5	R
95.81	0	Choice	Arab	20	5	R
98.82	0	Fixation	Mentaldisability	15	9	R
102.83	3.61	Recipient	Mentaldisability	15	9	R
106.44	0	Payoff	Mentaldisability	15	9	R
111.40	0	Choice	Mentaldisability	15	9	R
114.41	0	Fixation	Drugaddiction	9	15	R
116.42	3.61	Recipient	Drugaddiction	9	15	R
120.03	0	Payoff	Drugaddiction	9	15	R
125.21	0	Choice	Drugaddiction	9	15	R
128.22	0	Fixation	Greek	9	15	R
130.23	3.61	Recipient	Greek	9	15	R
133.84	0	Payoff	Greek	9	15	R
139.23	0	Choice	Greek	9	15	R
142.24	0	Fixation	Olympicathlete	9	15	L
145.24	3.61	Recipient	Olympicathlete	9	15	L
148.86	0	Payoff	Olympicathlete	9	15	L
153.62	0	Choice	Olympicathlete	9	15	L
156.62	0	Fixation	Surgeon	6	14	L
159.63	3.61	Recipient	Surgeon	6	14	L
163.24	0	Payoff	Surgeon	6	14	L
167.85	0	Choice	Surgeon	6	14	L
170.86	0	Fixation	Jewish	20	5	R
174.86	3.61	Recipient	Jewish	20	5	R
178.47	0	Payoff	Jewish	20	5	R
183.63	0	Choice	Jewish	20	5	R
186.64	0	Fixation	Accountant	5	20	R
189.64	3.61	Recipient	Accountant	5	20	R
193.25	0	Payoff	Accountant	5	20	R
198.02	0	Choice	Accountant	5	20	R
201.03	0	Fixation	Jewish	9	15	R
204.03	3.61	Recipient	Jewish	9	15	R
207.64	0	Payoff	Jewish	9	15	R
212.63	0	Choice	Jewish	9	15	R
215.64	0	Fixation	Homeless	5	20	R
218.64	3.61	Recipient	Homeless	5	20	R
222.25	0	Payoff	Homeless	5	20	R
227.34	0	Choice	Homeless	5	20	R
230.35	0	Fixation	Nurse	9	15	NA
233.35	3.61	Recipient	Nurse	9	15	NA
236.96	0	Payoff	Nurse	9	15	NA
245.94	0	Timeout	Nurse	9	15	NA
248.95	0	Fixation	Nurse	15	15	L
252.95	3.61	Recipient	Nurse	15	15	L
256.56	0	Payoff	Nurse	15	15	L
261.16	0	Choice	Nurse	15	15	L
264.17	0	Fixation	Welfarerecipient	6	14	R
272.17	3.61	Recipient	Welfarerecipient	6	14	R
275.78	0	Payoff	Welfarerecipient	6	14	R
280.42	0	Choice	Welfarerecipient	6	14	R
283.43	0	Fixation	Olympicathlete	5	5	R
286.43	3.61	Recipient	Olympicathlete	5	5	R
290.04	0	Payoff	Olympicathlete	5	5	R
294.89	0	Choice	Olympicathlete	5	5	R
297.90	0	Fixation	Lawyer	20	5	R
301.90	3.61	Recipient	Lawyer	20	5	R
305.52	0	Payoff	Lawyer	20	5	R
310.26	0	Choice	Lawyer	20	5	R
313.27	0	Fixation	PrisonInmate	14	6	L
316.27	3.61	Recipient	PrisonInmate	14	6	L
319.88	0	Payoff	PrisonInmate	14	6	L
325.46	0	Choice	PrisonInmate	14	6	L
328.47	0	Fixation	Drugaddiction	20	5	L
332.47	3.61	Recipient	Drugaddiction	20	5	L
336.08	0	Payoff	Drugaddiction	20	5	L
343.24	0	Choice	Drugaddiction	20	5	L
346.25	0	Fixation	Surgeon	9	15	L
350.25	3.61	Recipient	Surgeon	9	15	L
353.86	0	Payoff	Surgeon	9	15	L
358.72	0	Choice	Surgeon	9	15	L
361.73	0	Fixation	Surgeon	14	6	R
364.73	3.61	Recipient	Surgeon	14	6	R
368.34	0	Payoff	Surgeon	14	6	R
373.25	0	Choice	Surgeon	14	6	R
376.25	0	Fixation	Elderly	9	15	R
379.26	3.61	Recipient	Elderly	9	15	R
382.87	0	Payoff	Elderly	9	15	R
387.56	0	Choice	Elderly	9	15	R
390.57	0	Fixation	Irish	5	5	R
392.57	3.61	Recipient	Irish	5	5	R
396.19	0	Payoff	Irish	5	5	R
400.87	0	Choice	Irish	5	5	R
403.88	0	Fixation	Stay-at-homeparent	14	6	R
405.89	3.61	Recipient	Stay-at-homeparent	14	6	R
409.50	0	Payoff	Stay-at-homeparent	14	6	R
414.79	0	Choice	Stay-at-homeparent	14	6	R
417.80	0	Fixation	Greek	5	5	R
420.80	3.61	Recipient	Greek	5	5	R
424.41	0	Payoff	Greek	5	5	R
429.00	0	Choice	Greek	5	5	R
432.01	0	Fixation	Jewish	5	20	R
434.01	3.61	Recipient	Jewish	5	20	R
437.62	0	Payoff	Jewish	5	20	R
442.19	0	Choice	Jewish	5	20	R
445.20	0	Fixation	Lawyer	5	20	R
448.21	3.61	Recipient	Lawyer	5	20	R
451.82	0	Payoff	Lawyer	5	20	R
456.72	0	Choice	Lawyer	5	20	R
459.73	0	Fixation	Farmer	9	15	R
462.74	3.61	Recipient	Farmer	9	15	R
466.35	0	Payoff	Farmer	9	15	R
470.70	0	Choice	Farmer	9	15	R
473.71	0	Fixation	Japanese	15	15	L
475.71	3.61	Recipient	Japanese	15	15	L
479.32	0	Payoff	Japanese	15	15	L
483.94	0	Choice	Japanese	15	15	L
486.95	0	Fixation	PrisonInmate	9	15	R
490.95	3.61	Recipient	PrisonInmate	9	15	R
494.56	0	Payoff	PrisonInmate	9	15	R
499.04	0	Choice	PrisonInmate	9	15	R
502.05	0	Fixation	Irish	5	20	R
506.05	3.61	Recipient	Irish	5	20	R
509.66	0	Payoff	Irish	5	20	R
514.13	0	Choice	Irish	5	20	R
517.14	0	Fixation	Irish	15	9	R
521.14	3.61	Recipient	Irish	15	9	R
524.75	0	Payoff	Irish	15	9	R
530.18	0	Choice	Irish	15	9	R
533.18	0	Fixation	Stay-at-homeparent	5	20	R
535.19	3.61	Recipient	Stay-at-homeparent	5	20	R
538.80	0	Payoff	Stay-at-homeparent	5	20	R
544.02	0	Choice	Stay-at-homeparent	5	20	R
547.03	0	Fixation	Greek	6	14	R
549.04	3.61	Recipient	Greek	6	14	R
552.65	0	Payoff	Greek	6	14	R
557.15	0	Choice	Greek	6	14	R
560.16	0	Fixation	Welfarerecipient	15	9	R
562.17	3.61	Recipient	Welfarerecipient	15	9	R
565.78	0	Payoff	Welfarerecipient	15	9	R
572.66	0	Choice	Welfarerecipient	15	9	R
575.67	0	Fixation	Stay-at-homeparent	5	5	R
579.67	3.61	Recipient	Stay-at-homeparent	5	5	R
583.28	0	Payoff	Stay-at-homeparent	5	5	R
588.05	0	Choice	Stay-at-homeparent	5	5	R
591.06	0	Fixation	Mentaldisability	9	15	R
594.06	3.61	Recipient	Mentaldisability	9	15	R
597.67	0	Payoff	Mentaldisability	9	15	R
602.49	0	Choice	Mentaldisability	9	15	R
605.50	0	Fixation	Jewish	5	5	R
608.50	3.61	Recipient	Jewish	5	5	R
612.11	0	Payoff	Jewish	5	5	R
616.82	0	Choice	Jewish	5	5	R
619.83	0	Fixation	Welfarerecipient	5	5	R
621.84	3.61	Recipient	Welfarerecipient	5	5	R
625.45	0	Payoff	Welfarerecipient	5	5	R
632.01	0	Choice	Welfarerecipient	5	5	R
635.01	0	Fixation	Accountant	15	15	L
638.02	3.61	Recipient	Accountant	15	15	L
641.63	0	Payoff	Accountant	15	15	L
646.04	0	Choice	Accountant	15	15	L
649.05	0	Fixation	British	20	5	R
652.05	3.61	Recipient	British	20	5	R
655.66	0	Payoff	British	20	5	R
660.65	0	Choice	British	20	5	R
663.66	0	Fixation	Elderly	15	9	R
671.66	3.61	Recipient	Elderly	15	9	R
675.28	0	Payoff	Elderly	15	9	R
679.96	0	Choice	Elderly	15	9	R
682.96	0	Fixation	Mentaldisability	20	5	R
688.97	3.61	Recipient	Mentaldisability	20	5	R
692.58	0	Payoff	Mentaldisability	20	5	R
697.32	0	Choice	Mentaldisability	20	5	R
700.33	0	Fixation	Farmer	5	20	R
702.33	3.61	Recipient	Farmer	5	20	R
705.94	0	Payoff	Farmer	5	20	R
711.07	0	Choice	Farmer	5	20	R
714.08	0	Fixation	British	5	20	R
723.08	3.61	Recipient	British	5	20	R
726.69	0	Payoff	British	5	20	R
731.41	0	Choice	British	5	20	R
734.41	0	Fixation	Elderly	15	15	L
737.42	3.61	Recipient	Elderly	15	15	L
741.03	0	Payoff	Elderly	15	15	L
745.88	0	Choice	Elderly	15	15	L
748.89	0	Fixation	Nurse	15	9	R
751.89	3.61	Recipient	Nurse	15	9	R
755.50	0	Payoff	Nurse	15	9	R
760.07	0	Choice	Nurse	15	9	R
