onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Surgeon	6	14	L
10.01	5.23	Recipient	Surgeon	6	14	L
15.24	0	Payoff	Surgeon	6	14	L
19.43	0	Choice	Surgeon	6	14	L
22.45	0	Fixation	Nurse	5	20	R
25.46	5.23	Recipient	Nurse	5	20	R
30.68	0	Payoff	Nurse	5	20	R
34.32	0	Choice	Nurse	5	20	R
37.34	0	Fixation	Accountant	14	6	R
41.35	5.23	Recipient	Accountant	14	6	R
46.58	0	Payoff	Accountant	14	6	R
50.53	0	Choice	Accountant	14	6	R
53.55	0	Fixation	British	6	14	R
56.56	5.23	Recipient	British	6	14	R
61.78	0	Payoff	British	6	14	R
65.29	0	Choice	British	6	14	R
68.31	0	Fixation	Japanese	6	14	R
72.31	5.23	Recipient	Japanese	6	14	R
77.54	0	Payoff	Japanese	6	14	R
81.29	0	Choice	Japanese	6	14	R
84.30	0	Fixation	Jewish	5	5	R
87.31	5.23	Recipient	Jewish	5	5	R
92.54	0	Payoff	Jewish	5	5	R
96.10	0	Choice	Jewish	5	5	R
99.12	0	Fixation	Welfarerecipient	5	20	R
108.13	5.23	Recipient	Welfarerecipient	5	20	R
113.36	0	Payoff	Welfarerecipient	5	20	R
117.04	0	Choice	Welfarerecipient	5	20	R
120.06	0	Fixation	Surgeon	14	6	R
123.07	5.23	Recipient	Surgeon	14	6	R
128.30	0	Payoff	Surgeon	14	6	R
132.07	0	Choice	Surgeon	14	6	R
135.09	0	Fixation	Lawyer	15	9	R
138.10	5.23	Recipient	Lawyer	15	9	R
143.33	0	Payoff	Lawyer	15	9	R
147.01	0	Choice	Lawyer	15	9	R
150.03	0	Fixation	Mentaldisability	6	14	R
152.04	5.23	Recipient	Mentaldisability	6	14	R
157.27	0	Payoff	Mentaldisability	6	14	R
160.80	0	Choice	Mentaldisability	6	14	R
163.81	0	Fixation	Greek	15	15	L
169.81	5.23	Recipient	Greek	15	15	L
175.04	0	Payoff	Greek	15	15	L
178.58	0	Choice	Greek	15	15	L
181.59	0	Fixation	Arab	5	5	R
184.59	5.23	Recipient	Arab	5	5	R
189.82	0	Payoff	Arab	5	5	R
193.50	0	Choice	Arab	5	5	R
196.51	0	Fixation	PrisonInmate	15	15	R
199.51	5.23	Recipient	PrisonInmate	15	15	R
204.74	0	Payoff	PrisonInmate	15	15	R
208.25	0	Choice	PrisonInmate	15	15	R
211.26	0	Fixation	Elderly	9	15	L
215.27	5.23	Recipient	Elderly	9	15	L
220.49	0	Payoff	Elderly	9	15	L
225.72	0	Choice	Elderly	9	15	L
228.73	0	Fixation	Farmer	15	9	L
232.74	5.23	Recipient	Farmer	15	9	L
237.97	0	Payoff	Farmer	15	9	L
241.80	0	Choice	Farmer	15	9	L
244.81	0	Fixation	Farmer	14	6	L
255.82	5.23	Recipient	Farmer	14	6	L
261.04	0	Payoff	Farmer	14	6	L
268.88	0	Choice	Farmer	14	6	L
271.89	0	Fixation	Arab	9	15	R
274.89	5.23	Recipient	Arab	9	15	R
280.12	0	Payoff	Arab	9	15	R
283.76	0	Choice	Arab	9	15	R
286.77	0	Fixation	Arab	15	9	R
289.78	5.23	Recipient	Arab	15	9	R
295.01	0	Payoff	Arab	15	9	R
298.64	0	Choice	Arab	15	9	R
301.65	0	Fixation	Surgeon	5	20	L
303.65	5.23	Recipient	Surgeon	5	20	L
308.88	0	Payoff	Surgeon	5	20	L
312.67	0	Choice	Surgeon	5	20	L
315.68	0	Fixation	Welfarerecipient	20	5	R
318.69	5.23	Recipient	Welfarerecipient	20	5	R
323.91	0	Payoff	Welfarerecipient	20	5	R
327.78	0	Choice	Welfarerecipient	20	5	R
330.79	0	Fixation	Spanish	5	5	R
334.79	5.23	Recipient	Spanish	5	5	R
340.02	0	Payoff	Spanish	5	5	R
346.98	0	Choice	Spanish	5	5	R
349.99	0	Fixation	Elderly	20	5	R
356.99	5.23	Recipient	Elderly	20	5	R
