onset	duration	event_type	recipient	selfpay	recipientpay	button
0.01	0	Fixation	Stay-at-homeparent	5	20	R
2.01	5.47	Recipient	Stay-at-homeparent	5	20	R
7.48	0	Payoff	Stay-at-homeparent	5	20	R
11.29	0	Choice	Stay-at-homeparent	5	20	R
14.30	0	Fixation	Accountant	5	5	R
17.30	5.47	Recipient	Accountant	5	5	R
22.77	0	Payoff	Accountant	5	5	R
26.33	0	Choice	Accountant	5	5	R
29.35	0	Fixation	Homeless	6	14	R
33.35	5.47	Recipient	Homeless	6	14	R
38.82	0	Payoff	Homeless	6	14	R
42.50	0	Choice	Homeless	6	14	R
45.52	0	Fixation	Nurse	15	9	R
49.52	5.47	Recipient	Nurse	15	9	R
54.99	0	Payoff	Nurse	15	9	R
58.57	0	Choice	Nurse	15	9	R
61.58	0	Fixation	Japanese	20	5	R
64.59	5.47	Recipient	Japanese	20	5	R
70.06	0	Payoff	Japanese	20	5	R
74.69	0	Choice	Japanese	20	5	R
77.70	0	Fixation	Irish	9	15	R
80.70	5.47	Recipient	Irish	9	15	R
86.17	0	Payoff	Irish	9	15	R
89.74	0	Choice	Irish	9	15	R
92.75	0	Fixation	PrisonInmate	5	20	R
96.75	5.47	Recipient	PrisonInmate	5	20	R
102.22	0	Payoff	PrisonInmate	5	20	R
106.03	0	Choice	PrisonInmate	5	20	R
109.04	0	Fixation	Accountant	14	6	R
112.05	5.47	Recipient	Accountant	14	6	R
117.51	0	Payoff	Accountant	14	6	R
121.31	0	Choice	Accountant	14	6	R
124.33	0	Fixation	Arab	15	15	L
127.33	5.47	Recipient	Arab	15	15	L
132.80	0	Payoff	Arab	15	15	L
136.35	0	Choice	Arab	15	15	L
139.36	0	Fixation	Greek	5	20	R
141.37	5.47	Recipient	Greek	5	20	R
146.83	0	Payoff	Greek	5	20	R
150.27	0	Choice	Greek	5	20	R
153.28	0	Fixation	Jewish	14	6	R
155.29	5.47	Recipient	Jewish	14	6	R
160.76	0	Payoff	Jewish	14	6	R
164.49	0	Choice	Jewish	14	6	R
167.50	0	Fixation	Homeless	15	9	R
169.50	5.47	Recipient	Homeless	15	9	R
174.97	0	Payoff	Homeless	15	9	R
178.85	0	Choice	Homeless	15	9	R
181.86	0	Fixation	Homeless	15	15	L
185.86	5.47	Recipient	Homeless	15	15	L
191.33	0	Payoff	Homeless	15	15	L
195.26	0	Choice	Homeless	15	15	L
198.27	0	Fixation	Spanish	14	6	R
201.27	5.47	Recipient	Spanish	14	6	R
206.74	0	Payoff	Spanish	14	6	R
211.26	0	Choice	Spanish	14	6	R
214.27	0	Fixation	Mentaldisability	15	9	R
218.27	5.47	Recipient	Mentaldisability	15	9	R
223.74	0	Payoff	Mentaldisability	15	9	R
227.45	0	Choice	Mentaldisability	15	9	R
230.47	0	Fixation	Olympicathlete	20	5	R
234.47	5.47	Recipient	Olympicathlete	20	5	R
239.94	0	Payoff	Olympicathlete	20	5	R
243.62	0	Choice	Olympicathlete	20	5	R
246.63	0	Fixation	Mentaldisability	6	14	R
250.63	5.47	Recipient	Mentaldisability	6	14	R
256.10	0	Payoff	Mentaldisability	6	14	R
259.73	0	Choice	Mentaldisability	6	14	R
262.74	0	Fixation	Surgeon	20	5	R
265.74	5.47	Recipient	Surgeon	20	5	R
271.21	0	Payoff	Surgeon	20	5	R
276.89	0	Choice	Surgeon	20	5	R
279.91	0	Fixation	Surgeon	15	15	L
281.91	5.47	Recipient	Surgeon	15	15	L
287.38	0	Payoff	Surgeon	15	15	L
290.98	0	Choice	Surgeon	15	15	L
293.99	0	Fixation	Irish	6	14	R
303.99	5.47	Recipient	Irish	6	14	R
309.46	0	Payoff	Irish	6	14	R
313.21	0	Choice	Irish	6	14	R
316.22	0	Fixation	Elderly	20	5	R
318.23	5.47	Recipient	Elderly	20	5	R
323.70	0	Payoff	Elderly	20	5	R
327.36	0	Choice	Elderly	20	5	R
330.37	0	Fixation	Irish	5	5	R
334.38	5.47	Recipient	Irish	5	5	R
339.85	0	Payoff	Irish	5	5	R
343.36	0	Choice	Irish	5	5	R
346.37	0	Fixation	Spanish	15	15	L
349.37	5.47	Recipient	Spanish	15	15	L
354.84	0	Payoff	Spanish	15	15	L
358.45	0	Choice	Spanish	15	15	L
361.46	0	Fixation	Olympicathlete	9	15	L
369.47	5.47	Recipient	Olympicathlete	9	15	L
374.94	0	Payoff	Olympicathlete	9	15	L
379.49	0	Choice	Olympicathlete	9	15	L
382.50	0	Fixation	Elderly	15	9	R
386.50	5.47	Recipient	Elderly	15	9	R
391.97	0	Payoff	Elderly	15	9	R
395.54	0	Choice	Elderly	15	9	R
398.55	0	Fixation	Japanese	5	5	R
402.55	5.47	Recipient	Japanese	5	5	R
408.02	0	Payoff	Japanese	5	5	R
411.66	0	Choice	Japanese	5	5	R
414.67	0	Fixation	Jewish	5	5	R
417.67	5.47	Recipient	Jewish	5	5	R
423.14	0	Payoff	Jewish	5	5	R
427.44	0	Choice	Jewish	5	5	R
430.46	0	Fixation	Farmer	15	15	L
440.46	5.47	Recipient	Farmer	15	15	L
445.93	0	Payoff	Farmer	15	15	L
450.63	0	Choice	Farmer	15	15	L
453.64	0	Fixation	Greek	15	15	L
462.65	5.47	Recipient	Greek	15	15	L
468.12	0	Payoff	Greek	15	15	L
471.79	0	Choice	Greek	15	15	L
474.80	0	Fixation	Stay-at-homeparent	5	5	R
477.80	5.47	Recipient	Stay-at-homeparent	5	5	R
483.27	0	Payoff	Stay-at-homeparent	5	5	R
486.69	0	Choice	Stay-at-homeparent	5	5	R
489.70	0	Fixation	Stay-at-homeparent	14	6	R
491.71	5.47	Recipient	Stay-at-homeparent	14	6	R
497.18	0	Payoff	Stay-at-homeparent	14	6	R
500.75	0	Choice	Stay-at-homeparent	14	6	R
503.76	0	Fixation	Lawyer	15	9	R
505.76	5.47	Recipient	Lawyer	15	9	R
511.23	0	Payoff	Lawyer	15	9	R
514.94	0	Choice	Lawyer	15	9	R
517.95	0	Fixation	PrisonInmate	14	6	L
520.95	5.47	Recipient	PrisonInmate	14	6	L
526.42	0	Payoff	PrisonInmate	14	6	L
529.94	0	Choice	PrisonInmate	14	6	L
532.96	0	Fixation	Olympicathlete	5	20	L
535.96	5.47	Recipient	Olympicathlete	5	20	L
541.43	0	Payoff	Olympicathlete	5	20	L
544.96	0	Choice	Olympicathlete	5	20	L
547.97	0	Fixation	Drugaddiction	5	20	R
549.98	5.47	Recipient	Drugaddiction	5	20	R
555.45	0	Payoff	Drugaddiction	5	20	R
558.89	0	Choice	Drugaddiction	5	20	R
561.90	0	Fixation	Welfarerecipient	5	5	R
565.91	5.47	Recipient	Welfarerecipient	5	5	R
571.38	0	Payoff	Welfarerecipient	5	5	R
575.02	0	Choice	Welfarerecipient	5	5	R
578.03	0	Fixation	Nurse	5	5	R
581.03	5.47	Recipient	Nurse	5	5	R
586.50	0	Payoff	Nurse	5	5	R
590.36	0	Choice	Nurse	5	5	R
593.37	0	Fixation	Lawyer	15	15	L
595.37	5.47	Recipient	Lawyer	15	15	L
600.84	0	Payoff	Lawyer	15	15	L
604.33	0	Choice	Lawyer	15	15	L
607.35	0	Fixation	Homeless	5	5	R
610.35	5.47	Recipient	Homeless	5	5	R
615.82	0	Payoff	Homeless	5	5	R
619.51	0	Choice	Homeless	5	5	R
